Receipt ID,Product ID,Supplier ID,Receipt Date,Quantity Received,Unit Cost
RC-008624,OFF-BI-1059,SUP-109,2025-02-24,139,30.45
RC-008625,OFF-BI-1059,SUP-109,2025-04-28,135,30.45
RC-008626,OFF-BI-1059,SUP-109,2025-07-14,142,30.45
RC-008627,OFF-BI-1059,SUP-109,2025-10-06,137,30.45
RC-008628,OFF-BI-1059,SUP-109,2025-12-22,139,30.45
RC-008629,OFF-PA-1060,SUP-100,2023-02-27,1297,17.69
RC-008630,OFF-PA-1060,SUP-100,2023-06-05,1307,17.69
RC-008631,OFF-PA-1060,SUP-100,2023-09-04,1342,17.69
RC-008632,OFF-PA-1060,SUP-100,2023-12-04,1318,17.69
RC-008633,OFF-PA-1060,SUP-100,2024-03-04,1289,17.69
RC-008634,OFF-PA-1060,SUP-100,2024-06-03,1331,17.69
RC-008635,OFF-PA-1060,SUP-100,2024-09-02,1287,17.69
RC-008636,OFF-PA-1060,SUP-100,2024-12-02,1288,17.69
RC-008637,OFF-PA-1060,SUP-100,2025-03-03,1277,17.69
RC-008638,OFF-PA-1060,SUP-100,2025-06-02,1280,17.69
RC-008639,OFF-PA-1060,SUP-100,2025-09-01,1274,17.69
RC-008640,OFF-PA-1060,SUP-100,2025-12-01,1271,17.69
RC-008641,OFF-AR-1061,SUP-110,2023-02-27,5854,26.59
RC-008642,OFF-AR-1061,SUP-110,2023-05-15,5749,26.59
RC-008643,OFF-AR-1061,SUP-110,2023-07-31,5735,26.59
RC-008644,OFF-AR-1061,SUP-110,2023-10-16,5751,26.59
RC-008645,OFF-AR-1061,SUP-110,2024-01-01,5731,26.59
RC-008646,OFF-AR-1061,SUP-110,2024-03-18,5925,26.59
RC-008647,OFF-AR-1061,SUP-110,2024-06-03,5712,26.59
RC-008648,OFF-AR-1061,SUP-110,2024-08-19,5801,26.59
RC-008649,OFF-AR-1061,SUP-110,2024-11-04,5849,26.59
RC-008650,OFF-AR-1061,SUP-110,2025-01-20,5825,26.59
RC-008651,OFF-AR-1061,SUP-110,2025-03-31,5421,26.59
RC-008652,OFF-AR-1061,SUP-110,2025-06-16,5827,26.59
RC-008653,OFF-AR-1061,SUP-110,2025-09-01,5854,26.59
RC-008654,OFF-AR-1061,SUP-110,2025-11-17,5755,26.59
RC-008655,TEC-CO-1062,SUP-112,2023-02-27,185,416.43
RC-008656,TEC-CO-1062,SUP-112,2023-04-24,197,416.43
RC-008657,TEC-CO-1062,SUP-112,2023-06-19,197,416.43
RC-008658,TEC-CO-1062,SUP-112,2023-08-14,195,416.43
RC-008659,TEC-CO-1062,SUP-112,2023-10-02,183,416.43
RC-008660,TEC-CO-1062,SUP-112,2023-11-27,198,416.43
RC-008661,TEC-CO-1062,SUP-112,2024-01-15,184,416.43
RC-008662,TEC-CO-1062,SUP-112,2024-03-18,202,416.43
RC-008663,TEC-CO-1062,SUP-112,2024-05-06,187,416.43
RC-008664,TEC-CO-1062,SUP-112,2024-07-01,182,416.43
RC-008665,TEC-CO-1062,SUP-112,2024-08-26,192,416.43
RC-008666,TEC-CO-1062,SUP-112,2024-10-21,191,416.43
RC-008667,TEC-CO-1062,SUP-112,2024-12-09,185,416.43
RC-008668,TEC-CO-1062,SUP-112,2025-02-03,203,416.43
RC-008669,TEC-CO-1062,SUP-112,2025-03-24,185,416.43
RC-008670,TEC-CO-1062,SUP-112,2025-05-26,201,416.43
RC-008671,TEC-CO-1062,SUP-112,2025-07-21,199,416.43
RC-008672,TEC-CO-1062,SUP-112,2025-09-15,207,416.43
RC-008673,TEC-CO-1062,SUP-112,2025-11-10,193,416.43
RC-008674,OFF-BI-1063,SUP-110,2023-02-06,374,23.02
RC-008675,OFF-BI-1063,SUP-110,2023-03-27,412,23.02
RC-008676,OFF-BI-1063,SUP-110,2023-05-15,394,23.02
RC-008677,OFF-BI-1063,SUP-110,2023-06-26,358,23.02
RC-008678,OFF-BI-1063,SUP-110,2023-08-14,400,23.02
RC-008679,OFF-BI-1063,SUP-110,2023-10-02,370,23.02
RC-008680,OFF-BI-1063,SUP-110,2023-11-20,378,23.02
RC-008681,OFF-BI-1063,SUP-110,2024-01-01,357,23.02
RC-008682,OFF-BI-1063,SUP-110,2024-02-19,361,23.02
RC-008683,OFF-BI-1063,SUP-110,2024-04-01,361,23.02
RC-008684,OFF-BI-1063,SUP-110,2024-05-20,372,23.02
RC-008685,OFF-BI-1063,SUP-110,2024-07-01,355,23.02
RC-008686,OFF-BI-1063,SUP-110,2024-08-12,352,23.02
RC-008687,OFF-BI-1063,SUP-110,2024-09-30,367,23.02
RC-008688,OFF-BI-1063,SUP-110,2024-11-18,379,23.02
RC-008689,OFF-BI-1063,SUP-110,2024-12-30,353,23.02
RC-008690,OFF-BI-1063,SUP-110,2025-02-17,392,23.02
RC-008691,OFF-BI-1063,SUP-110,2025-03-31,354,23.02
RC-008692,OFF-BI-1063,SUP-110,2025-05-12,355,23.02
RC-008693,OFF-BI-1063,SUP-110,2025-06-30,371,23.02
RC-008694,OFF-BI-1063,SUP-110,2025-08-18,378,23.02
RC-008695,OFF-BI-1063,SUP-110,2025-09-29,360,23.02
RC-008696,OFF-BI-1063,SUP-110,2025-11-10,359,23.02
RC-008697,OFF-BI-1064,SUP-105,2023-02-06,1161,29.58
RC-008698,OFF-BI-1064,SUP-105,2023-04-17,1116,29.58
RC-008699,OFF-BI-1064,SUP-105,2023-06-26,1122,29.58
RC-008700,OFF-BI-1064,SUP-105,2023-08-28,1074,29.58
RC-008701,OFF-BI-1064,SUP-105,2023-11-06,1122,29.58
RC-008702,OFF-BI-1064,SUP-105,2024-01-15,1119,29.58
RC-008703,OFF-BI-1064,SUP-105,2024-03-25,1142,29.58
RC-008704,OFF-BI-1064,SUP-105,2024-06-03,1144,29.58
RC-008705,OFF-BI-1064,SUP-105,2024-08-12,1084,29.58
RC-008706,OFF-BI-1064,SUP-105,2024-10-21,1064,29.58
RC-008707,OFF-BI-1064,SUP-105,2024-12-30,1099,29.58
RC-008708,OFF-BI-1064,SUP-105,2025-03-10,1155,29.58
RC-008709,OFF-BI-1064,SUP-105,2025-05-19,1117,29.58
RC-008710,OFF-BI-1064,SUP-105,2025-07-28,1119,29.58
RC-008711,OFF-BI-1064,SUP-105,2025-10-06,1113,29.58
RC-008712,OFF-BI-1064,SUP-105,2025-12-15,1117,29.58
RC-008713,OFF-BI-1065,SUP-111,2023-02-06,1082,9.23
RC-008714,OFF-BI-1065,SUP-111,2023-04-17,1042,9.23
RC-008715,OFF-BI-1065,SUP-111,2023-06-26,1016,9.23
RC-008716,OFF-BI-1065,SUP-111,2023-09-11,1062,9.23
RC-008717,OFF-BI-1065,SUP-111,2023-11-20,1022,9.23
RC-008718,OFF-BI-1065,SUP-111,2024-02-05,1098,9.23
RC-008719,OFF-BI-1065,SUP-111,2024-04-15,1029,9.23
RC-008720,OFF-BI-1065,SUP-111,2024-07-01,1118,9.23
RC-008721,OFF-BI-1065,SUP-111,2024-09-16,1074,9.23
RC-008722,OFF-BI-1065,SUP-111,2024-12-02,1086,9.23
RC-008723,OFF-BI-1065,SUP-111,2025-02-17,1123,9.23
RC-008724,OFF-BI-1065,SUP-111,2025-05-05,1115,9.23
RC-008725,OFF-BI-1065,SUP-111,2025-07-21,1088,9.23
RC-008726,OFF-BI-1065,SUP-111,2025-09-29,1021,9.23
RC-008727,OFF-BI-1065,SUP-111,2025-12-15,1074,9.23
RC-008728,OFF-LA-1066,SUP-105,2023-02-13,1542,22.23
RC-008729,OFF-LA-1066,SUP-105,2023-03-20,1708,22.23
RC-008730,OFF-LA-1066,SUP-105,2023-04-24,1773,22.23
RC-008731,OFF-LA-1066,SUP-105,2023-05-29,1685,22.23
RC-008732,OFF-LA-1066,SUP-105,2023-07-03,1708,22.23
RC-008733,OFF-LA-1066,SUP-105,2023-08-07,1819,22.23
RC-008734,OFF-LA-1066,SUP-105,2023-09-11,1734,22.23
RC-008735,OFF-LA-1066,SUP-105,2023-10-16,1726,22.23
RC-008736,OFF-LA-1066,SUP-105,2023-11-20,1748,22.23
RC-008737,OFF-LA-1066,SUP-105,2023-12-25,1731,22.23
RC-008738,OFF-LA-1066,SUP-105,2024-01-29,1749,22.23
RC-008739,OFF-LA-1066,SUP-105,2024-03-04,1788,22.23
RC-008740,OFF-LA-1066,SUP-105,2024-04-08,1691,22.23
RC-008741,OFF-LA-1066,SUP-105,2024-05-13,1698,22.23
RC-008742,OFF-LA-1066,SUP-105,2024-06-17,1662,22.23
RC-008743,OFF-LA-1066,SUP-105,2024-07-22,1731,22.23
RC-008744,OFF-LA-1066,SUP-105,2024-08-26,1704,22.23
RC-008745,OFF-LA-1066,SUP-105,2024-09-30,1736,22.23
RC-008746,OFF-LA-1066,SUP-105,2024-11-04,1730,22.23
RC-008747,OFF-LA-1066,SUP-105,2024-12-09,1746,22.23
RC-008748,OFF-LA-1066,SUP-105,2025-01-13,1671,22.23
RC-008749,OFF-LA-1066,SUP-105,2025-02-17,1722,22.23
RC-008750,OFF-LA-1066,SUP-105,2025-03-24,1811,22.23
RC-008751,OFF-LA-1066,SUP-105,2025-04-28,1778,22.23
RC-008752,OFF-LA-1066,SUP-105,2025-06-02,1718,22.23
RC-008753,OFF-LA-1066,SUP-105,2025-07-07,1680,22.23
RC-008754,OFF-LA-1066,SUP-105,2025-08-11,1685,22.23
RC-008755,OFF-LA-1066,SUP-105,2025-09-15,1756,22.23
RC-008756,OFF-LA-1066,SUP-105,2025-10-20,1785,22.23
RC-008757,OFF-LA-1066,SUP-105,2025-11-24,1762,22.23
RC-008758,OFF-ST-1067,SUP-109,2023-02-27,1423,22.82
RC-008759,OFF-ST-1067,SUP-109,2023-05-01,1465,22.82
RC-008760,OFF-ST-1067,SUP-109,2023-07-03,1434,22.82
RC-008761,OFF-ST-1067,SUP-109,2023-09-04,1499,22.82
RC-008762,OFF-ST-1067,SUP-109,2023-11-06,1426,22.82
RC-008763,OFF-ST-1067,SUP-109,2024-01-08,1461,22.82
RC-008764,OFF-ST-1067,SUP-109,2024-03-11,1399,22.82
RC-008765,OFF-ST-1067,SUP-109,2024-05-13,1441,22.82
RC-008766,OFF-ST-1067,SUP-109,2024-07-15,1536,22.82
RC-008767,OFF-ST-1067,SUP-109,2024-09-16,1412,22.82
RC-008768,OFF-ST-1067,SUP-109,2024-11-18,1422,22.82
RC-008769,OFF-ST-1067,SUP-109,2025-01-27,1550,22.82
RC-008770,OFF-ST-1067,SUP-109,2025-03-31,1424,22.82
RC-008771,OFF-ST-1067,SUP-109,2025-06-02,1464,22.82
RC-008772,OFF-ST-1067,SUP-109,2025-08-04,1487,22.82
RC-008773,OFF-ST-1067,SUP-109,2025-10-06,1466,22.82
RC-008774,OFF-ST-1067,SUP-109,2025-12-08,1454,22.82
RC-008775,OFF-ST-1068,SUP-104,2023-02-27,961,25.04
RC-008776,OFF-ST-1068,SUP-104,2023-04-24,971,25.04
RC-008777,OFF-ST-1068,SUP-104,2023-06-19,989,25.04
RC-008778,OFF-ST-1068,SUP-104,2023-08-14,972,25.04
RC-008779,OFF-ST-1068,SUP-104,2023-10-09,923,25.04
RC-008780,OFF-ST-1068,SUP-104,2023-12-11,998,25.04
RC-008781,OFF-ST-1068,SUP-104,2024-02-05,924,25.04
RC-008782,OFF-ST-1068,SUP-104,2024-04-01,963,25.04
RC-008783,OFF-ST-1068,SUP-104,2024-06-03,1010,25.04
RC-008784,OFF-ST-1068,SUP-104,2024-07-29,947,25.04
RC-008785,OFF-ST-1068,SUP-104,2024-09-23,922,25.04
RC-008786,OFF-ST-1068,SUP-104,2024-11-18,951,25.04
RC-008787,OFF-ST-1068,SUP-104,2025-01-13,923,25.04
RC-008788,OFF-ST-1068,SUP-104,2025-03-10,933,25.04
RC-008789,OFF-ST-1068,SUP-104,2025-05-05,934,25.04
RC-008790,OFF-ST-1068,SUP-104,2025-06-30,940,25.04
RC-008791,OFF-ST-1068,SUP-104,2025-08-25,927,25.04
RC-008792,OFF-ST-1068,SUP-104,2025-10-20,945,25.04
RC-008793,OFF-ST-1068,SUP-104,2025-12-22,1025,25.04
RC-008794,FUR-FU-1069,SUP-102,2023-02-13,278,269.57
RC-008795,FUR-FU-1069,SUP-102,2023-04-24,275,269.57
RC-008796,FUR-FU-1069,SUP-102,2023-07-17,283,269.57
RC-008797,FUR-FU-1069,SUP-102,2023-10-16,286,269.57
RC-008798,FUR-FU-1069,SUP-102,2023-12-25,276,269.57
RC-008799,FUR-FU-1069,SUP-102,2024-03-18,287,269.57
RC-008800,FUR-FU-1069,SUP-102,2024-06-03,288,269.57
RC-008801,FUR-FU-1069,SUP-102,2024-08-26,274,269.57
RC-008802,FUR-FU-1069,SUP-102,2024-11-11,284,269.57
RC-008803,FUR-FU-1069,SUP-102,2025-01-27,282,269.57
RC-008804,FUR-FU-1069,SUP-102,2025-04-21,278,269.57
RC-008805,FUR-FU-1069,SUP-102,2025-07-14,287,269.57
RC-008806,FUR-FU-1069,SUP-102,2025-09-29,280,269.57
RC-008807,FUR-FU-1069,SUP-102,2025-12-08,277,269.57
RC-008808,FUR-TA-1070,SUP-109,2023-02-06,133,146.37
RC-008809,FUR-TA-1070,SUP-109,2023-04-03,142,146.37
RC-008810,FUR-TA-1070,SUP-109,2023-05-22,129,146.37
RC-008811,FUR-TA-1070,SUP-109,2023-07-03,141,146.37
RC-008812,FUR-TA-1070,SUP-109,2023-08-21,128,146.37
RC-008813,FUR-TA-1070,SUP-109,2023-10-09,146,146.37
RC-008814,FUR-TA-1070,SUP-109,2023-11-27,145,146.37
RC-008815,FUR-TA-1070,SUP-109,2024-01-15,131,146.37
RC-008816,FUR-TA-1070,SUP-109,2024-02-26,139,146.37
RC-008817,FUR-TA-1070,SUP-109,2024-04-15,137,146.37
RC-008818,FUR-TA-1070,SUP-109,2024-06-03,149,146.37
RC-008819,FUR-TA-1070,SUP-109,2024-07-22,139,146.37
RC-008820,FUR-TA-1070,SUP-109,2024-09-09,146,146.37
RC-008821,FUR-TA-1070,SUP-109,2024-10-28,137,146.37
RC-008822,FUR-TA-1070,SUP-109,2024-12-09,135,146.37
RC-008823,FUR-TA-1070,SUP-109,2025-01-27,131,146.37
RC-008824,FUR-TA-1070,SUP-109,2025-03-17,150,146.37
RC-008825,FUR-TA-1070,SUP-109,2025-04-28,135,146.37
RC-008826,FUR-TA-1070,SUP-109,2025-06-16,130,146.37
RC-008827,FUR-TA-1070,SUP-109,2025-07-28,140,146.37
RC-008828,FUR-TA-1070,SUP-109,2025-09-08,130,146.37
RC-008829,FUR-TA-1070,SUP-109,2025-10-27,141,146.37
RC-008830,FUR-TA-1070,SUP-109,2025-12-08,130,146.37
RC-008831,TEC-AC-1072,SUP-108,2023-02-20,380,372.15
RC-008832,TEC-AC-1072,SUP-108,2023-05-08,370,372.15
RC-008833,TEC-AC-1072,SUP-108,2023-07-31,394,372.15
RC-008834,TEC-AC-1072,SUP-108,2023-10-09,372,372.15
RC-008835,TEC-AC-1072,SUP-108,2023-12-25,378,372.15
RC-008836,TEC-AC-1072,SUP-108,2024-03-18,384,372.15
RC-008837,TEC-AC-1072,SUP-108,2024-06-03,371,372.15
RC-008838,TEC-AC-1072,SUP-108,2024-08-19,392,372.15
RC-008839,TEC-AC-1072,SUP-108,2024-11-04,365,372.15
RC-008840,TEC-AC-1072,SUP-108,2025-01-20,367,372.15
RC-008841,TEC-AC-1072,SUP-108,2025-04-14,393,372.15
RC-008842,TEC-AC-1072,SUP-108,2025-06-30,386,372.15
RC-008843,TEC-AC-1072,SUP-108,2025-09-22,382,372.15
RC-008844,TEC-AC-1072,SUP-108,2025-12-15,382,372.15
RC-008845,FUR-FU-1073,SUP-108,2023-02-27,60,338.71
RC-008846,FUR-FU-1073,SUP-108,2023-04-17,64,338.71
RC-008847,FUR-FU-1073,SUP-108,2023-05-29,68,338.71
RC-008848,FUR-FU-1073,SUP-108,2023-07-17,63,338.71
RC-008849,FUR-FU-1073,SUP-108,2023-08-21,72,338.71
RC-008850,FUR-FU-1073,SUP-108,2023-10-09,68,338.71
RC-008851,FUR-FU-1073,SUP-108,2023-11-20,63,338.71
RC-008852,FUR-FU-1073,SUP-108,2024-01-08,62,338.71
RC-008853,FUR-FU-1073,SUP-108,2024-02-26,64,338.71
RC-008854,FUR-FU-1073,SUP-108,2024-04-08,63,338.71
RC-008855,FUR-FU-1073,SUP-108,2024-05-13,66,338.71
RC-008856,FUR-FU-1073,SUP-108,2024-07-01,62,338.71
RC-008857,FUR-FU-1073,SUP-108,2024-08-12,68,338.71
RC-008858,FUR-FU-1073,SUP-108,2024-09-23,63,338.71
RC-008859,FUR-FU-1073,SUP-108,2024-11-11,66,338.71
RC-008860,FUR-FU-1073,SUP-108,2024-12-30,60,338.71
RC-008861,FUR-FU-1073,SUP-108,2025-02-17,65,338.71
RC-008862,FUR-FU-1073,SUP-108,2025-03-31,65,338.71
RC-008863,FUR-FU-1073,SUP-108,2025-05-12,66,338.71
RC-008864,FUR-FU-1073,SUP-108,2025-06-30,64,338.71
RC-008865,FUR-FU-1073,SUP-108,2025-08-18,69,338.71
RC-008866,FUR-FU-1073,SUP-108,2025-10-06,63,338.71
RC-008867,FUR-FU-1073,SUP-108,2025-11-17,60,338.71
RC-008868,OFF-AR-1074,SUP-111,2023-02-20,2363,21.49
RC-008869,OFF-AR-1074,SUP-111,2023-04-24,2340,21.49
RC-008870,OFF-AR-1074,SUP-111,2023-06-26,2367,21.49
RC-008871,OFF-AR-1074,SUP-111,2023-08-28,2364,21.49
RC-008872,OFF-AR-1074,SUP-111,2023-10-30,2414,21.49
RC-008873,OFF-AR-1074,SUP-111,2024-01-01,2432,21.49
RC-008874,OFF-AR-1074,SUP-111,2024-03-04,2385,21.49
RC-008875,OFF-AR-1074,SUP-111,2024-05-06,2344,21.49
RC-008876,OFF-AR-1074,SUP-111,2024-07-08,2378,21.49
RC-008877,OFF-AR-1074,SUP-111,2024-09-09,2394,21.49
RC-008878,OFF-AR-1074,SUP-111,2024-11-04,2208,21.49
RC-008879,OFF-AR-1074,SUP-111,2025-01-06,2377,21.49
RC-008880,OFF-AR-1074,SUP-111,2025-03-10,2340,21.49
RC-008881,OFF-AR-1074,SUP-111,2025-05-12,2411,21.49
RC-008882,OFF-AR-1074,SUP-111,2025-07-14,2319,21.49
RC-008883,OFF-AR-1074,SUP-111,2025-09-15,2390,21.49
RC-008884,OFF-AR-1074,SUP-111,2025-11-17,2382,21.49
RC-008885,TEC-MA-1075,SUP-106,2023-01-30,176,570.27
RC-008886,TEC-MA-1075,SUP-106,2023-03-13,169,570.27
RC-008887,TEC-MA-1075,SUP-106,2023-04-24,171,570.27
RC-008888,TEC-MA-1075,SUP-106,2023-06-12,176,570.27
RC-008889,TEC-MA-1075,SUP-106,2023-07-24,169,570.27
RC-008890,TEC-MA-1075,SUP-106,2023-09-11,179,570.27
RC-008891,TEC-MA-1075,SUP-106,2023-10-23,171,570.27
RC-008892,TEC-MA-1075,SUP-106,2023-12-04,162,570.27
RC-008893,TEC-MA-1075,SUP-106,2024-01-22,177,570.27
RC-008894,TEC-MA-1075,SUP-106,2024-03-04,164,570.27
RC-008895,TEC-MA-1075,SUP-106,2024-04-15,159,570.27
RC-008896,TEC-MA-1075,SUP-106,2024-06-03,164,570.27
RC-008897,TEC-MA-1075,SUP-106,2024-07-22,184,570.27
RC-008898,TEC-MA-1075,SUP-106,2024-09-02,174,570.27
RC-008899,TEC-MA-1075,SUP-106,2024-10-21,157,570.27
RC-008900,TEC-MA-1075,SUP-106,2024-12-09,167,570.27
RC-008901,TEC-MA-1075,SUP-106,2025-01-20,168,570.27
RC-008902,TEC-MA-1075,SUP-106,2025-03-10,171,570.27
RC-008903,TEC-MA-1075,SUP-106,2025-04-21,170,570.27
RC-008904,TEC-MA-1075,SUP-106,2025-06-09,173,570.27
RC-008905,TEC-MA-1075,SUP-106,2025-07-21,158,570.27
RC-008906,TEC-MA-1075,SUP-106,2025-09-08,181,570.27
RC-008907,TEC-MA-1075,SUP-106,2025-10-20,163,570.27
RC-008908,TEC-MA-1075,SUP-106,2025-12-01,168,570.27
RC-008909,OFF-AR-1076,SUP-113,2023-02-20,2397,18.53
RC-008910,OFF-AR-1076,SUP-113,2023-03-27,2326,18.53
RC-008911,OFF-AR-1076,SUP-113,2023-05-01,2353,18.53
RC-008912,OFF-AR-1076,SUP-113,2023-06-05,2382,18.53
RC-008913,OFF-AR-1076,SUP-113,2023-07-10,2239,18.53
RC-008914,OFF-AR-1076,SUP-113,2023-08-14,2324,18.53
RC-008915,OFF-AR-1076,SUP-113,2023-09-18,2371,18.53
RC-008916,OFF-AR-1076,SUP-113,2023-10-23,2296,18.53
RC-008917,OFF-AR-1076,SUP-113,2023-11-27,2333,18.53
RC-008918,OFF-AR-1076,SUP-113,2024-01-01,2310,18.53
RC-008919,OFF-AR-1076,SUP-113,2024-02-05,2301,18.53
RC-008920,OFF-AR-1076,SUP-113,2024-03-11,2290,18.53
RC-008921,OFF-AR-1076,SUP-113,2024-04-15,2317,18.53
RC-008922,OFF-AR-1076,SUP-113,2024-05-20,2359,18.53
RC-008923,OFF-AR-1076,SUP-113,2024-06-24,2290,18.53
RC-008924,OFF-AR-1076,SUP-113,2024-07-29,2336,18.53
RC-008925,OFF-AR-1076,SUP-113,2024-09-02,2237,18.53
RC-008926,OFF-AR-1076,SUP-113,2024-10-07,2349,18.53
RC-008927,OFF-AR-1076,SUP-113,2024-11-11,2367,18.53
RC-008928,OFF-AR-1076,SUP-113,2024-12-16,2360,18.53
RC-008929,OFF-AR-1076,SUP-113,2025-01-20,2313,18.53
RC-008930,OFF-AR-1076,SUP-113,2025-02-24,2405,18.53
RC-008931,OFF-AR-1076,SUP-113,2025-03-31,2315,18.53
RC-008932,OFF-AR-1076,SUP-113,2025-05-05,2398,18.53
RC-008933,OFF-AR-1076,SUP-113,2025-06-09,2302,18.53
RC-008934,OFF-AR-1076,SUP-113,2025-07-14,2303,18.53
RC-008935,OFF-AR-1076,SUP-113,2025-08-18,2434,18.53
RC-008936,OFF-AR-1076,SUP-113,2025-09-22,2228,18.53
RC-008937,OFF-AR-1076,SUP-113,2025-10-27,2335,18.53
RC-008938,OFF-AR-1076,SUP-113,2025-12-01,2354,18.53
RC-008939,OFF-BI-1077,SUP-114,2023-01-30,3304,8.71
RC-008940,OFF-BI-1077,SUP-114,2023-04-24,3217,8.71
RC-008941,OFF-BI-1077,SUP-114,2023-07-17,3202,8.71
RC-008942,OFF-BI-1077,SUP-114,2023-10-09,3281,8.71
RC-008943,OFF-BI-1077,SUP-114,2024-01-01,3283,8.71
RC-008944,OFF-BI-1077,SUP-114,2024-03-25,3263,8.71
RC-008945,OFF-BI-1077,SUP-114,2024-06-17,3348,8.71
RC-008946,OFF-BI-1077,SUP-114,2024-09-09,3278,8.71
RC-008947,OFF-BI-1077,SUP-114,2024-12-02,3254,8.71
RC-008948,OFF-BI-1077,SUP-114,2025-02-24,3350,8.71
RC-008949,OFF-BI-1077,SUP-114,2025-05-19,3354,8.71
RC-008950,OFF-BI-1077,SUP-114,2025-08-11,3415,8.71
RC-008951,OFF-BI-1077,SUP-114,2025-11-03,3405,8.71
RC-008952,OFF-PA-1078,SUP-101,2023-02-20,1579,24.04
RC-008953,OFF-PA-1078,SUP-101,2023-04-24,1688,24.04
RC-008954,OFF-PA-1078,SUP-101,2023-06-26,1661,24.04
RC-008955,OFF-PA-1078,SUP-101,2023-08-28,1712,24.04
RC-008956,OFF-PA-1078,SUP-101,2023-10-30,1702,24.04
RC-008957,OFF-PA-1078,SUP-101,2024-01-01,1612,24.04
RC-008958,OFF-PA-1078,SUP-101,2024-03-04,1647,24.04
RC-008959,OFF-PA-1078,SUP-101,2024-05-06,1647,24.04
RC-008960,OFF-PA-1078,SUP-101,2024-07-08,1620,24.04
RC-008961,OFF-PA-1078,SUP-101,2024-09-09,1696,24.04
RC-008962,OFF-PA-1078,SUP-101,2024-11-11,1708,24.04
RC-008963,OFF-PA-1078,SUP-101,2025-01-13,1636,24.04
RC-008964,OFF-PA-1078,SUP-101,2025-03-17,1626,24.04
RC-008965,OFF-PA-1078,SUP-101,2025-05-19,1611,24.04
RC-008966,OFF-PA-1078,SUP-101,2025-07-21,1610,24.04
RC-008967,OFF-PA-1078,SUP-101,2025-09-22,1656,24.04
RC-008968,OFF-PA-1078,SUP-101,2025-11-24,1695,24.04
RC-008969,OFF-AR-1079,SUP-114,2023-02-06,130,12.32
RC-008970,OFF-AR-1079,SUP-114,2023-04-03,135,12.32
RC-008971,OFF-AR-1079,SUP-114,2023-05-29,127,12.32
RC-008972,OFF-AR-1079,SUP-114,2023-07-24,121,12.32
RC-008973,OFF-AR-1079,SUP-114,2023-09-18,124,12.32
RC-008974,OFF-AR-1079,SUP-114,2023-11-13,132,12.32
RC-008975,OFF-AR-1079,SUP-114,2024-01-08,136,12.32
RC-008976,OFF-AR-1079,SUP-114,2024-03-11,135,12.32
RC-008977,OFF-AR-1079,SUP-114,2024-04-29,121,12.32
RC-008978,OFF-AR-1079,SUP-114,2024-06-24,127,12.32
RC-008979,OFF-AR-1079,SUP-114,2024-08-26,144,12.32
RC-008980,OFF-AR-1079,SUP-114,2024-10-28,123,12.32
RC-008981,OFF-AR-1079,SUP-114,2024-12-23,131,12.32
RC-008982,OFF-AR-1079,SUP-114,2025-02-24,122,12.32
RC-008983,OFF-AR-1079,SUP-114,2025-04-21,127,12.32
RC-008984,OFF-AR-1079,SUP-114,2025-06-23,125,12.32
RC-008985,OFF-AR-1079,SUP-114,2025-08-11,121,12.32
RC-008986,OFF-AR-1079,SUP-114,2025-10-20,137,12.32
RC-008987,OFF-AR-1079,SUP-114,2025-12-22,131,12.32
RC-008988,TEC-MA-1080,SUP-110,2023-03-13,52,411.13
RC-008989,TEC-MA-1080,SUP-110,2023-05-15,52,411.13
RC-008990,TEC-MA-1080,SUP-110,2023-07-24,51,411.13
RC-008991,TEC-MA-1080,SUP-110,2023-10-16,54,411.13
RC-008992,TEC-MA-1080,SUP-110,2023-12-25,52,411.13
RC-008993,TEC-MA-1080,SUP-110,2024-03-18,54,411.13
RC-008994,TEC-MA-1080,SUP-110,2024-05-20,50,411.13
RC-008995,TEC-MA-1080,SUP-110,2024-08-12,50,411.13
RC-008996,TEC-MA-1080,SUP-110,2024-11-04,50,411.13
RC-008997,TEC-MA-1080,SUP-110,2025-01-06,52,411.13
RC-008998,TEC-MA-1080,SUP-110,2025-03-31,50,411.13
RC-008999,TEC-MA-1080,SUP-110,2025-06-02,53,411.13
RC-009000,TEC-MA-1080,SUP-110,2025-09-01,50,411.13
RC-009001,TEC-MA-1080,SUP-110,2025-12-01,51,411.13
RC-009002,FUR-FU-1081,SUP-103,2023-03-06,76,310.94
RC-009003,FUR-FU-1081,SUP-103,2023-05-15,81,310.94
RC-009004,FUR-FU-1081,SUP-103,2023-07-31,77,310.94
RC-009005,FUR-FU-1081,SUP-103,2023-10-23,78,310.94
RC-009006,FUR-FU-1081,SUP-103,2024-02-05,83,310.94
RC-009007,FUR-FU-1081,SUP-103,2024-04-22,78,310.94
RC-009008,FUR-FU-1081,SUP-103,2024-07-29,77,310.94
RC-009009,FUR-FU-1081,SUP-103,2024-10-14,83,310.94
RC-009010,FUR-FU-1081,SUP-103,2024-12-23,82,310.94
RC-009011,FUR-FU-1081,SUP-103,2025-03-24,82,310.94
RC-009012,FUR-FU-1081,SUP-103,2025-06-09,79,310.94
RC-009013,FUR-FU-1081,SUP-103,2025-09-01,80,310.94
RC-009014,FUR-FU-1081,SUP-103,2025-11-24,83,310.94
RC-009015,TEC-AC-1082,SUP-104,2023-02-27,987,165.88
RC-009016,TEC-AC-1082,SUP-104,2023-05-29,1010,165.88
