Product ID,Product Name,Category,Sub-Category,Warehouse,Supplier ID,Unit Cost,Lead Time Days,Avg Daily Demand,Safety Stock,Reorder Point,Beginning Stock,Current Stock,Last Restock Date
TEC-MA-1020,Lexmark Printer,Technology,Machines,Central DC,SUP-101,200.81,2,6.54,59,72,352,315,2025-12-22
OFF-PA-1021,Xerox Paper Ream,Office Supplies,Paper,South DC,SUP-106,12.22,9,12.32,99,210,559,510,2025-12-22
TEC-MA-1022,Lexmark Printer,Technology,Machines,South DC,SUP-104,371.18,3,1.38,10,14,81,68,2025-12-08
TEC-AC-1023,Logitech Mouse,Technology,Accessories,West DC,SUP-104,479.17,2,5.67,34,45,396,277,2025-12-01
TEC-MA-1024,Cubify 3D Printer,Technology,Machines,South DC,SUP-100,205.33,18,13.55,190,434,696,215,2025-11-03
TEC-AC-1025,SanDisk Flash Drive,Technology,Accessories,Central DC,SUP-112,473.9,5,5.87,82,111,281,264,2025-12-08
OFF-AR-1026,Newell Highlighters,Office Supplies,Art,Central DC,SUP-107,8.87,16,6.86,89,199,396,599,2025-12-08
OFF-LA-1027,Avery Labels,Office Supplies,Labels,East DC,SUP-107,7.9,14,30.91,278,711,2292,1362,2025-11-10
OFF-PA-1028,Xerox Paper Ream,Office Supplies,Paper,East DC,SUP-109,25.74,2,13.16,79,105,979,54,2025-11-17
TEC-MA-1029,Lexmark Printer,Technology,Machines,East DC,SUP-100,163.34,20,12.62,63,315,863,809,2025-12-08
OFF-AR-1030,Bic Pens,Office Supplies,Art,Central DC,SUP-112,14.98,9,43.58,567,959,2663,1903,2025-11-10
TEC-CO-1031,Canon Copier,Technology,Copiers,East DC,SUP-102,196.14,15,1.75,23,49,115,122,2025-12-08
OFF-AR-1033,Newell Highlighters,Office Supplies,Art,South DC,SUP-105,9.27,19,10.88,76,283,745,352,2025-11-03
OFF-ST-1034,Iris File Box,Office Supplies,Storage,East DC,SUP-113,26.89,10,25.58,256,512,1386,782,2025-11-10
OFF-BI-1035,Avery Binder,Office Supplies,Binders,South DC,SUP-107,16.43,18,14.37,158,417,982,1075,2025-12-01
OFF-BI-1036,GBC Binding System,Office Supplies,Binders,South DC,SUP-101,23.84,3,19.42,214,272,957,771,2025-11-10
OFF-ST-1037,SimpleHouseware Bin,Office Supplies,Storage,East DC,SUP-109,28.49,4,29.57,414,532,2104,517,2025-10-27
TEC-CO-1038,Hewlett Packard Copier,Technology,Copiers,West DC,SUP-108,169.29,7,14.06,84,182,1031,85,2025-10-27
OFF-LA-1039,Hon Label Maker Tape,Office Supplies,Labels,Central DC,SUP-101,13.29,5,10.61,95,148,631,503,2025-11-24
OFF-BI-1040,Avery Binder,Office Supplies,Binders,South DC,SUP-106,7.11,9,45.52,228,638,2964,766,2025-12-01
OFF-PA-1041,Xerox Paper Ream,Office Supplies,Paper,Central DC,SUP-110,28.59,15,49.56,545,1288,2483,1069,2025-11-10
FUR-BO-1042,O'Sullivan Bookcase,Furniture,Bookcases,Central DC,SUP-114,218.89,15,2.1,19,51,158,107,2025-12-15
TEC-MA-1043,Lexmark Printer,Technology,Machines,East DC,SUP-114,503.12,15,6.65,33,133,357,247,2025-12-15
OFF-ST-1044,SimpleHouseware Bin,Office Supplies,Storage,Central DC,SUP-110,26.33,16,19.52,234,546,1137,1204,2025-12-15
FUR-BO-1045,Bush Cubix Bookcase,Furniture,Bookcases,South DC,SUP-107,131.03,15,3.87,54,112,288,192,2025-12-01
OFF-BI-1046,GBC Binding System,Office Supplies,Binders,West DC,SUP-104,24.05,4,29.21,175,292,1699,530,2025-10-13
OFF-ST-1047,SimpleHouseware Bin,Office Supplies,Storage,South DC,SUP-106,27.78,10,7.09,64,135,480,371,2025-12-01
FUR-BO-1048,Bush Cubix Bookcase,Furniture,Bookcases,West DC,SUP-107,247.97,14,5.77,75,156,357,88,2025-11-10
TEC-PH-1049,Cisco IP Phone,Technology,Phones,East DC,SUP-108,563.59,8,1.02,8,16,53,55,2025-11-17
OFF-BI-1050,GBC Binding System,Office Supplies,Binders,South DC,SUP-112,18.28,8,28.07,253,478,1970,760,2025-12-01
TEC-AC-1051,Logitech Mouse,Technology,Accessories,Central DC,SUP-108,204.75,8,12.07,60,157,765,362,2025-12-15
TEC-AC-1052,Logitech Mouse,Technology,Accessories,Central DC,SUP-113,526.46,8,6.58,46,99,387,68,2025-11-24
TEC-MA-1053,Lexmark Printer,Technology,Machines,West DC,SUP-112,431.52,8,2.76,28,50,162,45,2025-10-20
TEC-CO-1054,Hewlett Packard Copier,Technology,Copiers,Central DC,SUP-104,487.04,5,2.99,21,36,152,200,2025-12-15
OFF-BI-1055,GBC Binding System,Office Supplies,Binders,West DC,SUP-109,12.44,2,9.66,77,96,469,412,2025-12-08
TEC-CO-1056,Hewlett Packard Copier,Technology,Copiers,South DC,SUP-107,494.67,18,8.03,96,241,439,118,2025-11-24
TEC-AC-1057,Kensington Keyboard,Technology,Accessories,East DC,SUP-110,490.99,17,15.73,204,471,1138,284,2025-10-13
FUR-TA-1058,Chromcraft Round Table,Furniture,Tables,East DC,SUP-104,218.87,6,1.19,11,18,67,15,2025-11-24
OFF-BI-1059,Avery Binder,Office Supplies,Binders,East DC,SUP-109,30.45,2,1.96,14,18,136,142,2025-12-22
OFF-PA-1060,Xerox Paper Ream,Office Supplies,Paper,South DC,SUP-100,17.69,19,14.18,199,468,1012,1128,2025-12-01
OFF-AR-1061,Newell Highlighters,Office Supplies,Art,South DC,SUP-110,26.59,18,75.41,452,1809,4605,2916,2025-11-17
TEC-CO-1062,Hewlett Packard Copier,Technology,Copiers,East DC,SUP-112,416.43,9,3.48,17,48,242,63,2025-11-10
OFF-BI-1063,GBC Binding System,Office Supplies,Binders,West DC,SUP-110,23.02,17,8.0,112,248,453,155,2025-11-10
OFF-BI-1064,Avery Binder,Office Supplies,Binders,Central DC,SUP-105,29.58,22,16.04,160,513,743,1115,2025-12-15
OFF-BI-1065,Avery Binder,Office Supplies,Binders,Central DC,SUP-111,9.23,13,14.31,157,343,678,1064,2025-12-15
OFF-LA-1066,Avery Labels,Office Supplies,Labels,South DC,SUP-105,22.23,19,49.07,540,1472,2851,576,2025-11-24
OFF-ST-1067,SimpleHouseware Bin,Office Supplies,Storage,East DC,SUP-109,22.82,2,23.06,300,346,1596,1226,2025-12-08
OFF-ST-1068,Iris File Box,Office Supplies,Storage,West DC,SUP-104,25.04,6,16.66,150,250,1121,1055,2025-12-22
FUR-FU-1069,Advantus Task Lamp,Furniture,Furnishings,West DC,SUP-102,269.57,14,3.45,21,69,188,247,2025-12-08
FUR-TA-1070,Bush Somerset Table,Furniture,Tables,West DC,SUP-109,146.37,3,2.85,31,40,139,118,2025-12-08
TEC-AC-1072,Logitech Mouse,Technology,Accessories,Central DC,SUP-108,372.15,8,4.91,29,68,285,357,2025-12-15
FUR-FU-1073,Advantus Task Lamp,Furniture,Furnishings,East DC,SUP-108,338.71,11,1.43,7,23,94,7,2025-11-17
OFF-AR-1074,Sharpie Markers,Office Supplies,Art,South DC,SUP-111,21.49,12,38.34,192,652,2075,970,2025-11-17
TEC-MA-1075,Lexmark Printer,Technology,Machines,East DC,SUP-106,570.27,8,3.73,48,78,184,133,2025-12-01
OFF-AR-1076,Sharpie Markers,Office Supplies,Art,Central DC,SUP-113,18.53,10,66.86,334,1003,3883,1226,2025-12-01
OFF-BI-1077,GBC Binding System,Office Supplies,Binders,Central DC,SUP-114,8.71,15,39.47,474,1066,1821,1809,2025-11-03
OFF-PA-1078,Boise Paper,Office Supplies,Paper,Central DC,SUP-101,24.04,5,26.24,157,288,1606,974,2025-11-24
OFF-AR-1079,Newell Highlighters,Office Supplies,Art,South DC,SUP-114,12.32,14,2.28,27,59,119,148,2025-12-22
TEC-MA-1080,Zebra Label Printer,Technology,Machines,South DC,SUP-110,411.13,14,0.68,4,14,55,42,2025-12-01
FUR-FU-1081,Advantus Task Lamp,Furniture,Furnishings,West DC,SUP-103,310.94,4,0.97,8,12,64,55,2025-11-24
TEC-AC-1082,SanDisk Flash Drive,Technology,Accessories,East DC,SUP-104,165.88,3,11.25,158,192,804,832,2025-12-01
OFF-LA-1083,Hon Label Maker Tape,Office Supplies,Labels,Central DC,SUP-111,25.96,11,5.35,43,102,401,160,2025-11-10
OFF-PA-1084,HP Paper Ream,Office Supplies,Paper,West DC,SUP-104,16.38,4,9.2,46,83,539,213,2025-12-01
FUR-BO-1085,Sauder Bookcase,Furniture,Bookcases,East DC,SUP-104,123.53,5,3.94,32,52,249,32,2025-10-20
OFF-BI-1086,GBC Binding System,Office Supplies,Binders,West DC,SUP-105,8.27,20,21.91,307,745,1232,947,2025-12-08
TEC-AC-1087,SanDisk Flash Drive,Technology,Accessories,South DC,SUP-109,159.64,2,12.47,112,137,641,267,2025-11-17
FUR-TA-1088,Bush Somerset Table,Furniture,Tables,Central DC,SUP-103,326.86,7,3.06,15,36,186,178,2025-12-08
OFF-BI-1089,GBC Binding System,Office Supplies,Binders,West DC,SUP-106,13.67,8,18.88,151,302,873,849,2025-12-22
FUR-BO-1090,Bush Cubix Bookcase,Furniture,Bookcases,West DC,SUP-110,246.8,16,2.15,13,47,125,78,2025-11-10
OFF-LA-1091,Avery Labels,Office Supplies,Labels,South DC,SUP-103,14.88,4,48.08,673,865,3563,1551,2025-12-01
OFF-BI-1092,Wilson Jones Binder,Office Supplies,Binders,Central DC,SUP-114,13.77,17,33.79,169,743,2100,662,2025-12-01
TEC-CO-1093,Hewlett Packard Copier,Technology,Copiers,Central DC,SUP-102,160.9,13,10.19,82,214,535,353,2025-10-27
TEC-CO-1094,Canon Copier,Technology,Copiers,Central DC,SUP-105,386.43,18,7.69,92,230,466,234,2025-11-03
OFF-ST-1095,Iris File Box,Office Supplies,Storage,West DC,SUP-102,28.19,14,19.42,97,369,1034,483,2025-12-08
OFF-BI-1097,GBC Binding System,Office Supplies,Binders,West DC,SUP-101,20.98,2,7.37,81,96,337,553,2025-12-08
OFF-BI-1098,Wilson Jones Binder,Office Supplies,Binders,South DC,SUP-103,25.12,5,10.86,130,184,613,275,2025-12-08
TEC-PH-1099,Samsung Galaxy,Technology,Phones,East DC,SUP-103,213.88,4,5.1,31,51,260,189,2025-12-22
OFF-AR-1100,Bic Pens,Office Supplies,Art,Central DC,SUP-104,7.31,2,19.95,140,180,1401,924,2025-12-08
OFF-ST-1101,Fellowes Storage Box,Office Supplies,Storage,East DC,SUP-104,30.17,2,36.17,181,253,2428,1048,2025-11-03
OFF-ST-1102,SimpleHouseware Bin,Office Supplies,Storage,South DC,SUP-112,21.16,8,18.85,207,358,1136,245,2025-10-13
OFF-AR-1103,Newell Highlighters,Office Supplies,Art,South DC,SUP-108,23.11,8,43.71,437,787,3065,3196,2025-12-22
OFF-PA-1104,HP Paper Ream,Office Supplies,Paper,East DC,SUP-113,21.87,8,17.54,123,263,812,976,2025-12-08
FUR-TA-1105,Bretford Conference Table,Furniture,Tables,West DC,SUP-107,121.14,15,5.36,59,139,337,247,2025-12-15
OFF-BI-1106,Wilson Jones Binder,Office Supplies,Binders,West DC,SUP-104,17.91,3,11.85,118,154,728,358,2025-11-17
OFF-AR-1107,Sharpie Markers,Office Supplies,Art,South DC,SUP-102,10.47,13,14.79,118,310,671,629,2025-11-10
FUR-CH-1108,Global Task Chair,Furniture,Chairs,South DC,SUP-103,134.15,3,1.32,17,21,83,22,2025-12-01
OFF-AR-1109,Newell Highlighters,Office Supplies,Art,West DC,SUP-101,22.51,5,13.42,107,174,931,1174,2025-12-22
TEC-AC-1110,Logitech Mouse,Technology,Accessories,South DC,SUP-100,264.37,20,13.19,66,330,796,665,2025-12-08
OFF-ST-1111,Iris File Box,Office Supplies,Storage,Central DC,SUP-114,22.1,16,34.67,173,728,2467,1215,2025-11-03
TEC-PH-1112,Apple iPhone,Technology,Phones,East DC,SUP-110,343.05,14,6.79,48,143,480,393,2025-11-17
OFF-PA-1113,Xerox Paper Ream,Office Supplies,Paper,East DC,SUP-100,11.53,19,21.56,302,712,1234,596,2025-11-17
OFF-AR-1115,Sharpie Markers,Office Supplies,Art,Central DC,SUP-112,20.75,9,5.36,59,107,369,155,2025-10-20
OFF-BI-1116,Wilson Jones Binder,Office Supplies,Binders,East DC,SUP-106,13.4,9,12.37,99,210,685,473,2025-12-15
OFF-ST-1117,Iris File Box,Office Supplies,Storage,East DC,SUP-110,10.15,14,5.94,65,148,272,135,2025-12-01
OFF-AR-1118,Bic Pens,Office Supplies,Art,Central DC,SUP-104,26.26,4,18.28,91,164,992,411,2025-12-08
OFF-LA-1119,Avery Labels,Office Supplies,Labels,East DC,SUP-108,7.98,9,17.9,125,286,936,259,2025-11-24
TEC-MA-1120,Cubify 3D Printer,Technology,Machines,East DC,SUP-113,201.44,10,1.88,23,42,122,56,2025-11-17
TEC-AC-1121,Logitech Mouse,Technology,Accessories,Central DC,SUP-109,305.01,4,6.27,75,100,312,101,2025-10-20
FUR-FU-1122,Eldon Desk Lamp,Furniture,Furnishings,East DC,SUP-102,281.9,16,2.92,38,85,166,179,2025-12-01
OFF-AR-1123,Newell Highlighters,Office Supplies,Art,South DC,SUP-112,22.54,5,8.79,79,123,427,440,2025-12-01
OFF-PA-1124,Xerox Paper Ream,Office Supplies,Paper,East DC,SUP-101,25.12,3,21.96,110,176,1081,586,2025-10-20
FUR-CH-1125,HON Executive Chair,Furniture,Chairs,Central DC,SUP-109,93.81,3,1.68,13,18,91,101,2025-12-22
FUR-CH-1126,Hbada Office Chair,Furniture,Chairs,South DC,SUP-100,90.78,18,1.56,9,37,99,26,2025-10-20
OFF-PA-1127,HP Paper Ream,Office Supplies,Paper,South DC,SUP-114,19.51,17,47.33,237,1042,2750,3429,2025-12-22
OFF-ST-1128,Iris File Box,Office Supplies,Storage,Central DC,SUP-100,13.51,16,11.29,102,283,660,901,2025-12-01
FUR-BO-1129,Bush Cubix Bookcase,Furniture,Bookcases,South DC,SUP-102,302.51,13,1.25,6,22,75,49,2025-11-03
TEC-PH-1130,Cisco IP Phone,Technology,Phones,East DC,SUP-100,349.5,20,8.67,87,260,491,238,2025-11-24
TEC-CO-1131,Canon Copier,Technology,Copiers,East DC,SUP-114,474.84,16,1.28,9,29,86,59,2025-11-24
TEC-PH-1132,Apple iPhone,Technology,Phones,East DC,SUP-114,142.86,13,0.51,3,10,36,18,2025-11-03
OFF-AR-1133,Newell Highlighters,Office Supplies,Art,East DC,SUP-114,23.8,13,16.94,186,406,1157,831,2025-11-10
TEC-PH-1134,Cisco IP Phone,Technology,Phones,East DC,SUP-113,252.43,9,8.28,50,125,469,82,2025-11-03
OFF-ST-1135,SimpleHouseware Bin,Office Supplies,Storage,West DC,SUP-109,11.52,5,12.68,89,152,918,609,2025-11-17
OFF-AR-1136,Bic Pens,Office Supplies,Art,East DC,SUP-103,20.21,6,22.87,183,320,1629,697,2025-10-20
OFF-PA-1137,HP Paper Ream,Office Supplies,Paper,West DC,SUP-101,28.4,3,28.89,231,318,2027,1287,2025-12-22
OFF-LA-1138,Hon Label Maker Tape,Office Supplies,Labels,Central DC,SUP-102,7.05,13,9.16,73,192,417,191,2025-10-13
TEC-MA-1139,Zebra Label Printer,Technology,Machines,Central DC,SUP-106,307.16,12,15.2,152,334,1069,1003,2025-12-01
OFF-BI-1140,Wilson Jones Binder,Office Supplies,Binders,South DC,SUP-104,29.91,4,10.44,104,146,778,781,2025-12-01
TEC-AC-1141,Kensington Keyboard,Technology,Accessories,South DC,SUP-107,413.54,14,1.74,10,34,118,119,2025-12-08
OFF-AR-1142,Newell Highlighters,Office Supplies,Art,Central DC,SUP-108,16.27,10,4.74,52,99,289,66,2025-09-29
OFF-LA-1143,Hon Label Maker Tape,Office Supplies,Labels,West DC,SUP-103,17.26,3,14.82,193,237,687,1403,2025-12-22
TEC-PH-1144,Cisco IP Phone,Technology,Phones,Central DC,SUP-105,419.2,21,1.36,8,37,106,24,2025-10-06
TEC-MA-1145,Lexmark Printer,Technology,Machines,West DC,SUP-106,439.34,12,3.45,38,79,195,49,2025-11-17
OFF-PA-1146,Xerox Paper Ream,Office Supplies,Paper,West DC,SUP-113,21.7,12,18.71,168,393,1109,532,2025-10-27
OFF-AR-1147,Newell Highlighters,Office Supplies,Art,West DC,SUP-104,23.33,3,27.23,245,327,1938,814,2025-12-15
FUR-BO-1148,Sauder Bookcase,Furniture,Bookcases,West DC,SUP-108,221.38,11,2.98,33,66,223,26,2025-11-10
FUR-TA-1149,Bretford Conference Table,Furniture,Tables,South DC,SUP-102,206.53,17,3.36,30,87,160,191,2025-12-22
OFF-BI-1150,Avery Binder,Office Supplies,Binders,Central DC,SUP-104,8.07,3,17.16,154,205,1138,226,2025-10-20
FUR-BO-1151,Sauder Bookcase,Furniture,Bookcases,South DC,SUP-106,163.54,10,4.12,54,95,298,172,2025-11-03
OFF-ST-1152,Fellowes Storage Box,Office Supplies,Storage,West DC,SUP-113,18.21,8,29.89,269,508,1828,695,2025-11-03
OFF-BI-1155,GBC Binding System,Office Supplies,Binders,East DC,SUP-100,19.99,17,6.14,43,147,429,514,2025-12-15
FUR-TA-1156,Chromcraft Round Table,Furniture,Tables,South DC,SUP-100,152.49,16,1.29,15,36,99,117,2025-12-15
OFF-LA-1157,Avery Labels,Office Supplies,Labels,East DC,SUP-105,7.73,20,2.02,26,66,152,87,2025-11-24
FUR-CH-1158,Hbada Office Chair,Furniture,Chairs,West DC,SUP-112,339.93,9,2.06,21,40,104,125,2025-12-15
OFF-LA-1159,Hon Label Maker Tape,Office Supplies,Labels,South DC,SUP-112,24.07,8,20.14,201,362,1354,635,2025-10-27
OFF-LA-1160,Hon Label Maker Tape,Office Supplies,Labels,Central DC,SUP-107,23.88,18,38.74,504,1201,2097,545,2025-11-17
TEC-MA-1161,Cubify 3D Printer,Technology,Machines,Central DC,SUP-107,242.51,14,6.36,38,127,374,158,2025-12-01
OFF-ST-1162,Iris File Box,Office Supplies,Storage,South DC,SUP-110,9.62,16,20.14,201,523,1052,282,2025-11-17
OFF-PA-1163,Boise Paper,Office Supplies,Paper,East DC,SUP-104,18.26,2,5.03,45,55,352,289,2025-12-15
OFF-ST-1164,SimpleHouseware Bin,Office Supplies,Storage,West DC,SUP-100,9.44,18,24.38,195,634,1468,995,2025-11-03
OFF-LA-1165,Avery Labels,Office Supplies,Labels,West DC,SUP-101,9.17,4,9.27,46,83,533,263,2025-10-27
OFF-AR-1166,Newell Highlighters,Office Supplies,Art,East DC,SUP-102,26.43,15,27.65,387,802,2023,1448,2025-12-01
TEC-PH-1167,Cisco IP Phone,Technology,Phones,South DC,SUP-108,303.8,8,3.86,50,81,267,250,2025-11-10
TEC-CO-1168,Hewlett Packard Copier,Technology,Copiers,Central DC,SUP-102,382.24,17,5.57,45,140,306,331,2025-11-24
TEC-CO-1169,Canon Copier,Technology,Copiers,South DC,SUP-104,351.34,4,5.87,29,52,434,115,2025-11-03
OFF-BI-1170,Avery Binder,Office Supplies,Binders,Central DC,SUP-107,16.38,14,13.05,65,248,710,307,2025-10-20
TEC-AC-1171,SanDisk Flash Drive,Technology,Accessories,South DC,SUP-113,397.62,9,6.93,83,145,476,306,2025-12-01
OFF-ST-1172,Iris File Box,Office Supplies,Storage,West DC,SUP-104,25.12,3,17.95,162,216,992,1258,2025-12-22
OFF-BI-1173,Avery Binder,Office Supplies,Binders,East DC,SUP-111,7.13,10,49.98,350,850,3304,1333,2025-12-08
TEC-PH-1174,Cisco IP Phone,Technology,Phones,West DC,SUP-112,391.53,7,2.68,21,40,163,114,2025-12-15
FUR-FU-1175,Eldon Desk Lamp,Furniture,Furnishings,South DC,SUP-102,322.23,15,4.67,56,126,295,351,2025-12-01
TEC-CO-1176,Hewlett Packard Copier,Technology,Copiers,East DC,SUP-108,296.23,7,19.36,155,291,1399,899,2025-12-01
TEC-PH-1177,Samsung Galaxy,Technology,Phones,Central DC,SUP-114,520.62,13,4.69,61,122,268,144,2025-11-10
OFF-LA-1178,Avery Labels,Office Supplies,Labels,South DC,SUP-104,10.71,4,29.18,175,292,1406,714,2025-11-10
TEC-PH-1179,Samsung Galaxy,Technology,Phones,East DC,SUP-108,205.86,7,17.13,137,257,1084,1436,2025-12-22
TEC-PH-1180,Apple iPhone,Technology,Phones,South DC,SUP-107,258.46,16,6.91,90,201,378,710,2025-12-22
TEC-PH-1181,Cisco IP Phone,Technology,Phones,East DC,SUP-100,280.76,19,5.66,62,170,356,121,2025-11-24
FUR-BO-1182,Bush Cubix Bookcase,Furniture,Bookcases,South DC,SUP-105,338.42,22,3.51,32,109,212,151,2025-12-22
OFF-AR-1183,Sharpie Markers,Office Supplies,Art,Central DC,SUP-102,15.52,14,13.39,174,361,969,536,2025-11-17
OFF-BI-1184,Wilson Jones Binder,Office Supplies,Binders,Central DC,SUP-100,11.07,19,15.06,90,376,954,410,2025-12-01
TEC-MA-1185,Zebra Label Printer,Technology,Machines,Central DC,SUP-110,446.01,18,2.11,13,51,132,151,2025-12-08
FUR-BO-1186,Bush Cubix Bookcase,Furniture,Bookcases,Central DC,SUP-102,132.2,17,1.64,23,51,108,146,2025-12-01
OFF-LA-1187,Avery Labels,Office Supplies,Labels,West DC,SUP-110,24.78,14,17.43,192,436,1155,618,2025-11-24
TEC-CO-1188,Canon Copier,Technology,Copiers,Central DC,SUP-112,399.94,9,22.95,184,391,1382,1515,2025-12-08
OFF-ST-1189,SimpleHouseware Bin,Office Supplies,Storage,South DC,SUP-112,22.71,7,20.83,125,271,1359,433,2025-11-17
FUR-CH-1190,Global Task Chair,Furniture,Chairs,South DC,SUP-110,322.91,15,3.96,36,95,266,152,2025-11-10
FUR-CH-1191,Global Task Chair,Furniture,Chairs,East DC,SUP-114,122.07,13,1.89,17,42,115,92,2025-11-03
FUR-BO-1192,O'Sullivan Bookcase,Furniture,Bookcases,East DC,SUP-102,109.69,13,3.51,21,67,240,100,2025-12-01
OFF-AR-1193,Bic Pens,Office Supplies,Art,South DC,SUP-100,30.72,17,18.02,234,540,1284,388,2025-11-24
OFF-ST-1194,SimpleHouseware Bin,Office Supplies,Storage,South DC,SUP-107,14.02,15,6.04,54,145,373,185,2025-12-08
OFF-ST-1195,SimpleHouseware Bin,Office Supplies,Storage,East DC,SUP-104,24.47,2,56.97,741,855,3822,922,2025-11-10
OFF-BI-1196,GBC Binding System,Office Supplies,Binders,East DC,SUP-112,7.28,6,9.37,75,131,595,329,2025-12-01
OFF-PA-1197,Xerox Paper Ream,Office Supplies,Paper,South DC,SUP-108,11.99,11,61.25,368,1042,4109,1757,2025-11-17
OFF-BI-1198,GBC Binding System,Office Supplies,Binders,East DC,SUP-100,15.95,18,6.91,83,207,357,459,2025-12-08
FUR-BO-1199,Bush Cubix Bookcase,Furniture,Bookcases,Central DC,SUP-104,280.01,2,2.91,17,23,220,64,2025-11-10
OFF-AR-1200,Newell Highlighters,Office Supplies,Art,South DC,SUP-109,7.97,4,7.67,77,108,450,100,2025-10-27
OFF-ST-1201,Fellowes Storage Box,Office Supplies,Storage,East DC,SUP-110,7.67,18,23.51,329,752,1345,1318,2025-11-10
FUR-CH-1202,Global Task Chair,Furniture,Chairs,Central DC,SUP-105,267.02,19,1.75,9,42,127,45,2025-10-27
OFF-LA-1203,Hon Label Maker Tape,Office Supplies,Labels,West DC,SUP-112,24.67,6,19.19,115,230,907,543,2025-12-01
OFF-AR-1204,Sharpie Markers,Office Supplies,Art,South DC,SUP-100,16.35,16,30.79,185,678,1637,1973,2025-12-15
TEC-PH-1205,Apple iPhone,Technology,Phones,South DC,SUP-106,442.7,12,3.84,35,81,285,334,2025-12-15
TEC-PH-1206,Cisco IP Phone,Technology,Phones,Central DC,SUP-111,151.32,12,1.4,10,27,95,64,2025-12-22
TEC-MA-1207,Cubify 3D Printer,Technology,Machines,South DC,SUP-109,485.26,4,5.64,45,68,270,422,2025-12-15
FUR-BO-1208,Bush Cubix Bookcase,Furniture,Bookcases,West DC,SUP-114,183.97,16,3.3,36,89,246,58,2025-09-29
TEC-CO-1209,Hewlett Packard Copier,Technology,Copiers,West DC,SUP-108,265.13,10,4.15,33,75,279,134,2025-11-10
TEC-AC-1210,SanDisk Flash Drive,Technology,Accessories,West DC,SUP-109,179.42,4,9.94,70,110,482,454,2025-12-22
TEC-AC-1211,Logitech Mouse,Technology,Accessories,South DC,SUP-111,468.15,10,14.67,147,294,709,1120,2025-12-15
OFF-BI-1212,Avery Binder,Office Supplies,Binders,West DC,SUP-103,24.57,7,15.15,212,318,929,865,2025-11-17
FUR-BO-1213,Sauder Bookcase,Furniture,Bookcases,Central DC,SUP-101,282.89,3,3.14,35,44,222,104,2025-11-24
TEC-MA-1214,Lexmark Printer,Technology,Machines,East DC,SUP-106,382.36,10,2.46,27,52,172,88,2025-12-08
TEC-AC-1215,SanDisk Flash Drive,Technology,Accessories,West DC,SUP-105,340.53,18,11.34,91,295,697,817,2025-12-15
TEC-CO-1216,Hewlett Packard Copier,Technology,Copiers,Central DC,SUP-110,451.82,18,1.48,21,48,97,20,2025-11-03
OFF-AR-1217,Bic Pens,Office Supplies,Art,Central DC,SUP-114,28.62,17,4.22,51,123,229,125,2025-11-03
TEC-AC-1218,SanDisk Flash Drive,Technology,Accessories,South DC,SUP-106,145.95,8,9.31,102,176,554,225,2025-12-01
OFF-AR-1219,Bic Pens,Office Supplies,Art,Central DC,SUP-109,13.57,3,29.21,234,322,1728,1117,2025-12-01
FUR-TA-1220,Chromcraft Round Table,Furniture,Tables,South DC,SUP-108,350.58,7,5.27,53,90,348,244,2025-12-22
OFF-PA-1221,HP Paper Ream,Office Supplies,Paper,East DC,SUP-110,7.89,16,25.87,285,699,1842,1666,2025-12-08
OFF-PA-1222,HP Paper Ream,Office Supplies,Paper,West DC,SUP-109,7.06,5,25.02,300,425,1181,655,2025-10-27
TEC-CO-1223,Hewlett Packard Copier,Technology,Copiers,Central DC,SUP-102,426.14,16,3.04,40,89,154,219,2025-12-15
OFF-ST-1224,SimpleHouseware Bin,Office Supplies,Storage,Central DC,SUP-103,23.64,4,30.2,181,302,1485,214,2025-11-24
FUR-TA-1225,Bretford Conference Table,Furniture,Tables,West DC,SUP-109,265.53,2,3.83,46,54,181,168,2025-12-08
OFF-BI-1227,GBC Binding System,Office Supplies,Binders,Central DC,SUP-102,20.38,14,2.29,23,55,142,113,2025-12-15
TEC-PH-1228,Apple iPhone,Technology,Phones,South DC,SUP-108,193.38,7,15.82,206,317,954,349,2025-10-06
OFF-AR-1229,Newell Highlighters,Office Supplies,Art,Central DC,SUP-106,30.43,10,7.02,35,105,517,183,2025-11-17
OFF-ST-1230,SimpleHouseware Bin,Office Supplies,Storage,West DC,SUP-112,15.33,8,37.63,489,790,1887,1190,2025-11-10
TEC-PH-1231,Cisco IP Phone,Technology,Phones,East DC,SUP-103,524.27,7,12.4,136,223,650,437,2025-11-10
OFF-LA-1232,Hon Label Maker Tape,Office Supplies,Labels,West DC,SUP-102,15.39,14,20.45,164,450,1232,647,2025-11-17
OFF-LA-1233,Hon Label Maker Tape,Office Supplies,Labels,Central DC,SUP-101,16.18,2,8.07,73,89,578,451,2025-11-24
OFF-PA-1234,Boise Paper,Office Supplies,Paper,West DC,SUP-101,8.93,4,53.42,321,535,3958,1691,2025-11-24
OFF-BI-1235,Avery Binder,Office Supplies,Binders,Central DC,SUP-113,17.25,12,15.22,183,366,888,344,2025-11-24
OFF-AR-1236,Bic Pens,Office Supplies,Art,West DC,SUP-110,23.74,14,9.62,87,222,678,573,2025-11-24
OFF-AR-1238,Bic Pens,Office Supplies,Art,East DC,SUP-114,15.57,17,11.04,88,276,667,985,2025-12-15
OFF-LA-1239,Avery Labels,Office Supplies,Labels,West DC,SUP-112,10.37,5,7.49,67,104,432,306,2025-11-03
