Sales Key,Order ID,Order Date,Customer ID,Product ID,Sales,Quantity,Discount,Profit
293,US-2023-100292,2023-11-25,CU-10026,OFF-AR-1292,23.11,1,0.0,3.12
294,US-2023-100293,2023-06-07,CU-10039,FUR-BO-1293,717.22,2,0.0,46.27
295,US-2023-100294,2024-03-24,CU-10059,FUR-BO-1294,975.67,2,0.1,81.07
296,US-2023-100295,2025-03-14,CU-10047,OFF-PA-1295,121.04,6,0.3,13.89
297,US-2023-100296,2024-06-12,CU-10080,FUR-FU-1296,3736.46,12,0.15,-206.42
298,US-2023-100297,2023-06-17,CU-10014,OFF-BI-1297,142.49,12,0.15,52.7
299,US-2023-100298,2025-08-15,CU-10014,OFF-BI-1298,337.5,9,0.0,94.22
300,US-2023-100299,2024-09-24,CU-10109,OFF-LA-1299,183.19,7,0.0,26.27
301,US-2023-100300,2023-06-20,CU-10100,FUR-FU-1300,1211.08,4,0.0,168.95
302,US-2023-100301,2024-12-12,CU-10111,FUR-FU-1301,4141.2,12,0.0,-219.04
303,US-2023-100302,2023-12-23,CU-10081,TEC-CO-1302,1205.36,2,0.0,160.17
304,US-2023-100303,2025-07-07,CU-10019,OFF-BI-1303,113.08,9,0.3,25.07
305,US-2023-100304,2023-08-01,CU-10081,TEC-AC-1304,3113.52,8,0.0,472.87
306,US-2023-100305,2025-03-28,CU-10059,FUR-TA-1305,2951.17,8,0.2,-21.06
307,US-2023-100306,2025-08-08,CU-10005,FUR-TA-1306,1733.47,13,0.2,135.61
308,US-2023-100307,2023-11-04,CU-10008,OFF-AR-1307,27.0,2,0.15,4.26
309,US-2023-100308,2024-06-19,CU-10053,OFF-PA-1308,213.07,13,0.0,29.92
310,US-2023-100309,2024-01-20,CU-10071,OFF-ST-1309,38.14,2,0.2,9.56
311,US-2023-100310,2024-05-29,CU-10045,OFF-PA-1310,497.37,13,0.1,35.56
312,US-2023-100311,2024-09-24,CU-10107,TEC-CO-1311,2554.81,6,0.4,276.67
313,US-2023-100312,2025-01-16,CU-10094,FUR-FU-1312,3707.45,9,0.1,180.41
314,US-2023-100313,2023-08-05,CU-10101,OFF-PA-1313,96.14,6,0.3,17.51
315,US-2023-100314,2025-09-28,CU-10078,OFF-AR-1314,42.78,1,0.2,12.28
316,US-2023-100315,2023-01-13,CU-10078,OFF-AR-1315,87.72,4,0.0,23.49
317,US-2023-100316,2025-06-16,CU-10064,OFF-PA-1316,329.98,8,0.2,113.78
318,US-2023-100317,2024-03-03,CU-10015,FUR-BO-1317,1407.12,6,0.0,261.67
319,US-2023-100318,2023-03-01,CU-10084,OFF-AR-1318,199.85,5,0.0,70.21
320,US-2023-100319,2025-01-16,CU-10045,OFF-AR-1319,156.17,9,0.1,23.61
321,US-2023-100320,2024-12-14,CU-10110,OFF-PA-1320,62.1,3,0.0,6.75
322,US-2023-100321,2025-03-14,CU-10014,FUR-FU-1321,366.84,1,0.15,56.1
323,US-2023-100322,2023-03-20,CU-10004,FUR-CH-1322,1581.42,13,0.2,145.25
324,US-2023-100323,2023-03-15,CU-10017,FUR-BO-1323,2203.12,8,0.0,-97.29
325,US-2023-100324,2023-02-20,CU-10102,OFF-LA-1324,695.37,13,0.0,197.82
326,US-2023-100325,2023-03-12,CU-10027,FUR-BO-1325,3918.96,8,0.1,443.74
327,US-2023-100326,2024-06-07,CU-10040,OFF-LA-1326,23.84,1,0.3,3.51
328,US-2023-100327,2025-06-24,CU-10003,TEC-PH-1327,3569.28,12,0.0,101.76
329,US-2023-100328,2023-09-26,CU-10058,OFF-AR-1328,132.0,8,0.0,46.14
330,US-2023-100329,2023-12-06,CU-10097,TEC-AC-1329,1214.76,6,0.0,3.46
331,US-2023-100330,2024-11-18,CU-10020,OFF-AR-1330,88.58,2,0.0,6.55
332,US-2023-100331,2023-03-24,CU-10100,TEC-CO-1331,2356.16,10,0.2,407.98
333,US-2023-100332,2023-11-20,CU-10041,FUR-CH-1332,1172.29,7,0.0,-70.61
334,US-2023-100333,2023-09-22,CU-10029,TEC-MA-1333,6600.24,8,0.0,29.37
335,US-2023-100334,2023-11-21,CU-10033,OFF-LA-1334,468.0,13,0.0,101.41
336,US-2023-100335,2023-10-30,CU-10010,OFF-PA-1335,14.28,1,0.1,1.31
337,US-2023-100336,2025-07-09,CU-10007,TEC-PH-1336,2303.5,13,0.4,341.91
338,US-2023-100337,2025-01-26,CU-10068,OFF-LA-1337,183.82,7,0.0,49.52
339,US-2023-100338,2023-02-07,CU-10012,OFF-BI-1338,273.51,9,0.0,54.71
340,US-2023-100339,2024-11-10,CU-10087,OFF-ST-1339,580.32,13,0.0,124.05
341,US-2023-100340,2023-05-29,CU-10057,TEC-MA-1340,2322.1,10,0.0,-51.9
342,US-2023-100341,2023-12-18,CU-10013,OFF-LA-1341,224.19,9,0.0,65.29
343,US-2023-100342,2023-04-17,CU-10094,OFF-BI-1342,419.04,10,0.1,135.8
344,US-2023-100343,2023-04-12,CU-10106,TEC-PH-1343,871.28,4,0.0,69.71
345,US-2023-100344,2024-01-01,CU-10067,OFF-PA-1344,237.15,5,0.0,23.96
346,US-2023-100345,2024-05-09,CU-10099,TEC-AC-1345,1334.1,6,0.0,-24.53
347,US-2023-100346,2023-08-08,CU-10035,OFF-ST-1346,367.65,9,0.0,63.92
348,US-2023-100347,2025-08-04,CU-10015,OFF-PA-1347,164.16,9,0.0,55.46
349,US-2023-100348,2025-08-09,CU-10001,OFF-ST-1348,51.4,1,0.0,18.31
350,US-2023-100349,2023-06-02,CU-10057,FUR-TA-1349,1934.93,9,0.4,61.5
351,US-2023-100350,2025-08-21,CU-10047,FUR-FU-1350,5189.5,10,0.0,-347.43
352,US-2023-100351,2024-06-08,CU-10102,OFF-LA-1351,478.18,12,0.2,107.48
353,US-2023-100352,2025-08-17,CU-10086,FUR-TA-1352,1036.77,7,0.0,-31.49
354,US-2023-100353,2023-03-12,CU-10085,TEC-CO-1353,3240.6,5,0.0,52.68
355,US-2023-100354,2025-01-12,CU-10104,TEC-CO-1354,2316.68,8,0.5,102.79
356,US-2023-100355,2023-06-15,CU-10118,FUR-CH-1355,1897.68,8,0.0,-166.75
357,US-2023-100356,2023-04-22,CU-10017,TEC-AC-1356,3414.24,5,0.1,470.39
358,US-2023-100357,2023-02-02,CU-10019,TEC-CO-1357,2181.78,12,0.15,229.84
359,US-2023-100358,2024-01-18,CU-10046,TEC-CO-1358,3643.65,9,0.0,947.46
360,US-2023-100359,2024-07-05,CU-10095,OFF-ST-1359,200.09,6,0.3,69.96
361,US-2023-100360,2023-11-07,CU-10040,OFF-LA-1360,399.24,10,0.1,117.31
362,US-2023-100361,2024-11-07,CU-10035,TEC-PH-1361,1841.98,8,0.2,340.98
363,US-2023-100362,2024-01-08,CU-10049,OFF-ST-1362,33.92,1,0.15,8.15
364,US-2023-100363,2024-04-15,CU-10073,TEC-MA-1363,5230.8,10,0.4,1285.07
365,US-2023-100364,2025-10-01,CU-10101,TEC-AC-1364,5532.8,7,0.0,466.32
366,US-2023-100365,2025-12-22,CU-10081,TEC-PH-1365,1631.91,7,0.0,182.84
367,US-2023-100366,2024-11-18,CU-10035,OFF-PA-1366,53.34,3,0.3,12.44
368,US-2023-100367,2024-05-04,CU-10016,OFF-ST-1367,180.54,13,0.2,59.42
369,US-2023-100368,2023-11-05,CU-10017,TEC-MA-1368,5226.29,7,0.1,649.61
370,US-2023-100369,2024-10-24,CU-10009,TEC-PH-1369,8638.3,11,0.0,1910.45
371,US-2023-100370,2023-07-17,CU-10119,OFF-PA-1370,115.8,5,0.2,17.02
372,US-2023-100371,2023-06-19,CU-10005,OFF-AR-1371,411.12,10,0.2,76.93
373,US-2023-100372,2025-03-28,CU-10046,OFF-LA-1372,178.09,11,0.0,65.77
374,US-2023-100373,2025-03-24,CU-10037,OFF-ST-1373,67.6,2,0.0,23.7
375,US-2023-100374,2024-07-02,CU-10029,OFF-BI-1374,214.0,9,0.1,72.13
376,US-2023-100375,2024-09-21,CU-10052,OFF-BI-1375,506.09,13,0.0,103.89
377,US-2023-100376,2024-03-17,CU-10040,OFF-LA-1376,185.13,9,0.0,66.56
378,US-2023-100377,2025-04-27,CU-10056,TEC-PH-1377,2241.27,3,0.0,118.72
379,US-2023-100378,2023-05-05,CU-10078,TEC-PH-1378,2323.75,5,0.0,529.24
380,US-2023-100379,2025-10-30,CU-10109,OFF-PA-1379,38.48,2,0.0,12.85
381,US-2023-100380,2023-08-30,CU-10109,OFF-LA-1380,121.36,4,0.0,13.18
382,US-2023-100381,2023-04-28,CU-10105,OFF-AR-1381,184.4,5,0.2,30.72
383,US-2023-100382,2023-11-23,CU-10105,FUR-TA-1382,1991.94,6,0.0,-142.69
384,US-2023-100383,2024-02-10,CU-10072,FUR-CH-1383,1313.68,8,0.0,164.98
385,US-2023-100384,2023-11-07,CU-10071,OFF-BI-1384,247.0,12,0.1,68.0
386,US-2023-100385,2023-03-30,CU-10079,OFF-AR-1385,419.64,10,0.15,154.29
387,US-2023-100386,2025-08-31,CU-10107,TEC-AC-1386,6120.74,13,0.1,761.92
388,US-2023-100387,2023-06-12,CU-10086,TEC-CO-1387,2320.64,4,0.15,582.21
389,US-2023-100388,2024-05-06,CU-10079,TEC-PH-1388,2355.59,4,0.15,241.13
390,US-2023-100389,2024-05-22,CU-10003,FUR-TA-1389,1850.56,10,0.2,-13.19
391,US-2023-100390,2025-07-29,CU-10089,TEC-MA-1390,3036.53,7,0.0,162.28
392,US-2023-100391,2023-09-17,CU-10018,FUR-CH-1391,509.42,4,0.15,27.39
393,US-2023-100392,2023-09-01,CU-10035,TEC-CO-1392,5784.24,9,0.15,679.02
394,US-2023-100393,2024-11-08,CU-10097,FUR-FU-1393,5736.72,11,0.0,329.54
395,US-2023-100394,2023-08-02,CU-10063,OFF-PA-1394,78.9,3,0.0,9.16
396,US-2023-100395,2023-05-11,CU-10065,OFF-AR-1395,52.64,4,0.0,8.62
397,US-2023-100396,2023-10-27,CU-10006,OFF-AR-1396,543.11,13,0.1,60.43
398,US-2023-100397,2023-08-31,CU-10086,OFF-PA-1397,133.28,4,0.2,40.06
399,US-2023-100398,2023-04-28,CU-10066,OFF-AR-1398,74.0,4,0.3,19.04
400,US-2023-100399,2024-04-08,CU-10094,OFF-ST-1399,249.84,6,0.0,77.08
401,US-2023-100400,2024-01-27,CU-10103,OFF-AR-1000,376.8,13,0.15,106.12
402,US-2023-100401,2023-03-22,CU-10063,OFF-PA-1001,228.96,6,0.0,71.27
403,US-2023-100402,2025-01-06,CU-10052,FUR-CH-1002,1463.83,9,0.4,-4.04
404,US-2023-100403,2023-01-06,CU-10019,OFF-ST-1003,51.72,3,0.0,19.12
405,US-2023-100404,2023-08-15,CU-10018,OFF-BI-1004,436.64,10,0.15,91.3
406,US-2023-100405,2023-09-06,CU-10069,TEC-CO-1005,1068.73,4,0.1,133.33
407,US-2023-100406,2025-07-09,CU-10113,OFF-PA-1006,41.34,2,0.0,12.94
408,US-2023-100407,2023-09-15,CU-10012,TEC-AC-1007,5490.91,12,0.2,677.53
409,US-2023-100408,2025-06-10,CU-10034,OFF-PA-1008,224.66,7,0.1,44.74
410,US-2023-100409,2025-08-05,CU-10020,FUR-FU-1009,2259.58,8,0.2,-131.83
411,US-2023-100410,2024-12-15,CU-10094,FUR-TA-1010,1659.07,7,0.0,157.16
412,US-2023-100411,2025-05-24,CU-10043,FUR-BO-1011,1123.19,8,0.3,-41.64
413,US-2023-100412,2025-08-08,CU-10102,TEC-MA-1012,8919.82,13,0.0,1320.15
414,US-2023-100413,2023-05-26,CU-10080,OFF-PA-1013,84.06,2,0.0,14.58
415,US-2023-100414,2024-04-08,CU-10079,FUR-CH-1014,2426.06,13,0.0,-99.24
416,US-2023-100415,2024-11-16,CU-10109,OFF-BI-1015,145.89,9,0.0,35.65
417,US-2023-100416,2023-01-10,CU-10026,OFF-PA-1016,427.75,13,0.4,84.24
418,US-2023-100417,2025-07-09,CU-10000,FUR-BO-1017,1616.16,6,0.0,185.58
419,US-2023-100418,2025-11-01,CU-10049,FUR-TA-1018,1328.6,7,0.0,111.16
420,US-2023-100419,2025-12-27,CU-10022,OFF-BI-1019,185.2,8,0.0,17.84
421,US-2023-100420,2025-09-07,CU-10117,TEC-MA-1020,8354.51,11,0.1,1410.88
422,US-2023-100421,2024-12-10,CU-10046,OFF-PA-1021,142.16,8,0.0,23.31
423,US-2023-100422,2024-08-06,CU-10005,TEC-MA-1022,1657.52,2,0.0,79.46
424,US-2023-100423,2024-01-10,CU-10040,TEC-AC-1023,5148.63,9,0.0,1124.76
425,US-2023-100424,2023-07-22,CU-10037,TEC-MA-1024,8820.37,13,0.0,1286.37
426,US-2023-100425,2023-05-29,CU-10078,TEC-AC-1025,1261.28,3,0.1,120.95
427,US-2023-100426,2023-04-17,CU-10097,OFF-AR-1026,94.95,3,0.0,14.46
428,US-2023-100427,2023-04-28,CU-10056,OFF-LA-1027,140.49,9,0.0,14.09
429,US-2023-100428,2024-09-21,CU-10052,OFF-PA-1028,280.3,8,0.1,95.74
430,US-2023-100429,2024-10-07,CU-10052,TEC-MA-1029,1163.07,2,0.15,284.48
431,US-2023-100430,2023-12-11,CU-10074,OFF-AR-1030,214.92,10,0.1,70.83
432,US-2023-100431,2024-07-25,CU-10084,TEC-CO-1031,5265.72,6,0.0,661.54
433,US-2023-100432,2024-09-05,CU-10061,OFF-AR-1032,205.14,6,0.0,15.61
434,US-2023-100433,2023-03-28,CU-10091,OFF-AR-1033,97.44,7,0.0,20.69
435,US-2023-100434,2023-03-07,CU-10011,OFF-ST-1034,141.44,4,0.0,30.01
436,US-2023-100435,2023-02-28,CU-10049,OFF-BI-1035,104.28,3,0.0,34.2
437,US-2023-100436,2023-06-29,CU-10003,OFF-BI-1036,134.53,7,0.4,37.94
438,US-2023-100437,2023-10-05,CU-10085,OFF-ST-1037,366.64,13,0.3,105.49
439,US-2023-100438,2025-08-23,CU-10041,TEC-CO-1038,582.12,2,0.0,68.67
440,US-2023-100439,2024-03-27,CU-10119,OFF-LA-1039,85.7,7,0.3,10.5
441,US-2023-100440,2025-01-17,CU-10008,OFF-BI-1040,444.2,10,0.0,39.31
442,US-2023-100441,2025-03-27,CU-10091,OFF-PA-1041,73.24,2,0.0,20.05
443,US-2023-100442,2023-07-29,CU-10030,FUR-BO-1042,949.75,5,0.0,153.69
444,US-2023-100443,2025-08-31,CU-10115,TEC-MA-1043,593.28,1,0.15,-5.84
445,US-2023-100444,2024-06-17,CU-10096,OFF-ST-1044,524.7,11,0.0,116.82
446,US-2023-100445,2024-04-06,CU-10054,FUR-BO-1045,2965.71,11,0.0,-130.41
447,US-2023-100446,2023-01-18,CU-10081,OFF-BI-1046,190.01,13,0.4,63.9
448,US-2023-100447,2024-07-13,CU-10111,OFF-ST-1047,432.06,11,0.15,159.64
449,US-2023-100448,2023-05-20,CU-10084,FUR-BO-1048,2934.66,6,0.0,322.82
450,US-2023-100449,2025-12-06,CU-10015,TEC-PH-1049,2455.98,3,0.0,658.9
451,US-2023-100450,2023-08-05,CU-10031,OFF-BI-1050,325.93,11,0.0,80.44
452,US-2023-100451,2023-11-24,CU-10098,TEC-AC-1051,1041.55,5,0.0,141.71
453,US-2023-100452,2025-04-26,CU-10001,TEC-AC-1052,3029.68,4,0.0,472.34
454,US-2023-100453,2025-06-10,CU-10002,TEC-MA-1053,4964.88,8,0.0,151.26
455,US-2023-100454,2023-12-20,CU-10002,TEC-CO-1054,1678.02,2,0.0,188.3
456,US-2023-100455,2025-01-14,CU-10031,OFF-BI-1055,197.12,11,0.0,47.42
457,US-2023-100456,2024-08-11,CU-10041,TEC-CO-1056,5361.86,7,0.0,-50.91
458,US-2023-100457,2024-10-04,CU-10059,TEC-AC-1057,2255.01,5,0.15,96.59
459,US-2023-100458,2025-10-17,CU-10107,FUR-TA-1058,2626.61,7,0.0,77.72
460,US-2023-100459,2025-08-21,CU-10048,OFF-BI-1059,129.75,3,0.0,43.97
461,US-2023-100460,2025-11-16,CU-10093,OFF-PA-1060,565.4,11,0.0,65.74
462,US-2023-100461,2023-06-11,CU-10064,OFF-AR-1061,249.93,9,0.0,31.02
463,US-2023-100462,2024-01-01,CU-10101,TEC-CO-1062,385.73,1,0.0,57.34
464,US-2023-100463,2024-06-04,CU-10044,OFF-BI-1063,44.06,1,0.0,6.48
465,US-2023-100464,2025-11-12,CU-10112,OFF-BI-1064,72.58,4,0.1,10.05
466,US-2023-100465,2023-10-06,CU-10065,OFF-BI-1065,17.92,1,0.3,5.72
467,US-2023-100466,2025-03-28,CU-10000,OFF-LA-1066,101.32,4,0.0,16.66
468,US-2023-100467,2025-01-10,CU-10067,OFF-ST-1067,252.56,7,0.0,81.49
469,US-2023-100468,2024-10-24,CU-10107,OFF-ST-1068,74.64,2,0.0,23.69
470,US-2023-100469,2024-12-17,CU-10042,FUR-FU-1069,351.63,2,0.1,69.47
471,US-2023-100470,2023-04-13,CU-10110,FUR-TA-1070,2822.33,7,0.0,-80.86
472,US-2023-100471,2024-04-09,CU-10053,TEC-AC-1071,3151.32,4,0.0,638.93
473,US-2023-100472,2025-04-18,CU-10091,TEC-AC-1072,3547.7,13,0.0,274.16
474,US-2023-100473,2023-01-27,CU-10026,FUR-FU-1073,2326.08,6,0.0,-141.44
475,US-2023-100474,2025-05-20,CU-10103,OFF-AR-1074,220.29,8,0.2,23.48
476,US-2023-100475,2023-09-08,CU-10077,TEC-MA-1075,1030.6,4,0.0,208.2
477,US-2023-100476,2024-03-26,CU-10003,OFF-AR-1076,122.09,4,0.15,20.16
478,US-2023-100477,2025-07-28,CU-10060,OFF-BI-1077,222.12,12,0.0,18.79
479,US-2023-100478,2024-03-29,CU-10082,OFF-PA-1078,256.58,13,0.15,39.8
480,US-2023-100479,2024-06-05,CU-10028,OFF-AR-1079,384.28,10,0.15,29.72
481,US-2023-100480,2024-12-10,CU-10119,TEC-MA-1080,1655.46,3,0.15,-31.21
482,US-2023-100481,2025-10-07,CU-10060,FUR-FU-1081,2428.4,5,0.0,355.55
483,US-2023-100482,2025-07-02,CU-10070,TEC-AC-1082,9366.41,12,0.1,1880.01
484,US-2023-100483,2024-04-11,CU-10008,OFF-LA-1083,304.64,7,0.0,40.64
485,US-2023-100484,2025-08-10,CU-10025,OFF-PA-1084,232.78,9,0.5,61.81
486,US-2023-100485,2025-03-28,CU-10112,FUR-BO-1085,6399.38,13,0.0,656.26
487,US-2023-100486,2025-06-06,CU-10066,OFF-BI-1086,205.62,6,0.0,72.29
488,US-2023-100487,2025-10-06,CU-10060,TEC-AC-1087,1663.5,5,0.0,86.3
489,US-2023-100488,2024-11-14,CU-10064,FUR-TA-1088,2090.7,5,0.0,-70.5
490,US-2023-100489,2023-05-16,CU-10001,OFF-BI-1089,669.89,13,0.0,109.19
491,US-2023-100490,2023-08-09,CU-10066,FUR-BO-1090,2078.12,6,0.3,-140.88
492,US-2023-100491,2024-05-08,CU-10034,OFF-LA-1091,74.24,2,0.0,23.26
493,US-2023-100492,2024-03-05,CU-10083,OFF-BI-1092,22.0,1,0.1,2.48
494,US-2023-100493,2024-03-24,CU-10084,TEC-CO-1093,609.32,1,0.15,163.95
495,US-2023-100494,2023-01-27,CU-10033,TEC-CO-1094,2179.48,7,0.15,493.34
496,US-2023-100495,2024-02-24,CU-10050,OFF-ST-1095,594.44,11,0.0,102.66
497,US-2023-100496,2023-10-11,CU-10101,OFF-BI-1096,69.41,3,0.15,9.98
498,US-2023-100497,2024-04-22,CU-10052,OFF-BI-1097,272.24,8,0.0,55.55
499,US-2023-100498,2025-03-28,CU-10115,OFF-BI-1098,232.85,11,0.1,44.94
500,US-2023-100499,2024-03-17,CU-10014,TEC-PH-1099,6636.2,10,0.0,62.12
501,US-2023-100500,2024-10-07,CU-10002,OFF-AR-1100,14.05,1,0.0,3.58
502,US-2023-100501,2025-10-03,CU-10110,OFF-ST-1101,362.46,7,0.0,70.51
503,US-2023-100502,2024-03-20,CU-10109,OFF-ST-1102,408.72,12,0.0,62.02
504,US-2023-100503,2023-04-04,CU-10088,OFF-AR-1103,76.14,6,0.0,5.47
505,US-2023-100504,2024-06-19,CU-10056,OFF-PA-1104,192.15,5,0.3,47.19
506,US-2023-100505,2025-11-07,CU-10019,FUR-TA-1105,3003.39,9,0.0,-53.25
507,US-2023-100506,2024-07-04,CU-10027,OFF-BI-1106,491.92,11,0.0,65.24
508,US-2023-100507,2023-12-13,CU-10056,OFF-AR-1107,223.49,8,0.1,50.34
509,US-2023-100508,2025-08-05,CU-10046,FUR-CH-1108,1351.04,4,0.0,88.78
510,US-2023-100509,2024-05-07,CU-10056,OFF-AR-1109,120.6,6,0.0,36.91
511,US-2023-100510,2023-07-22,CU-10011,TEC-AC-1110,3810.25,5,0.0,-102.02
512,US-2023-100511,2025-06-20,CU-10001,OFF-ST-1111,175.68,6,0.0,19.57
513,US-2023-100512,2024-04-14,CU-10089,TEC-PH-1112,3137.42,11,0.0,799.64
514,US-2023-100513,2025-01-23,CU-10073,OFF-PA-1113,245.21,12,0.15,65.88
515,US-2023-100514,2024-10-19,CU-10047,OFF-ST-1114,123.61,6,0.1,30.33
516,US-2023-100515,2023-11-16,CU-10095,OFF-AR-1115,84.87,5,0.1,21.29
517,US-2023-100516,2025-02-07,CU-10015,OFF-BI-1116,329.94,6,0.0,50.86
518,US-2023-100517,2024-07-27,CU-10081,OFF-ST-1117,299.11,7,0.15,65.7
519,US-2023-100518,2025-09-02,CU-10106,OFF-AR-1118,190.84,12,0.1,25.77
520,US-2023-100519,2023-08-29,CU-10004,OFF-LA-1119,438.87,11,0.1,151.9
521,US-2023-100520,2025-12-20,CU-10078,TEC-MA-1120,3024.84,7,0.0,349.33
522,US-2023-100521,2024-02-01,CU-10063,TEC-AC-1121,2516.4,4,0.0,199.15
523,US-2023-100522,2025-12-13,CU-10063,FUR-FU-1122,4344.96,8,0.0,609.17
524,US-2023-100523,2024-06-03,CU-10096,OFF-AR-1123,113.05,10,0.5,15.64
525,US-2023-100524,2024-04-18,CU-10062,OFF-PA-1124,57.78,3,0.0,8.27
526,US-2023-100525,2024-01-11,CU-10001,FUR-CH-1125,3521.97,9,0.0,-17.21
527,US-2023-100526,2025-10-03,CU-10049,FUR-CH-1126,3953.56,11,0.3,-129.75
528,US-2023-100527,2025-05-26,CU-10029,OFF-PA-1127,154.71,3,0.0,11.15
529,US-2023-100528,2023-10-21,CU-10058,OFF-ST-1128,97.56,3,0.0,24.84
530,US-2023-100529,2024-07-24,CU-10031,FUR-BO-1129,2451.38,6,0.1,271.04
531,US-2023-100530,2023-08-11,CU-10073,TEC-PH-1130,1194.18,3,0.0,138.54
532,US-2023-100531,2025-11-16,CU-10071,TEC-CO-1131,5117.66,9,0.1,514.15
533,US-2023-100532,2025-03-11,CU-10061,TEC-PH-1132,501.17,1,0.1,14.76
534,US-2023-100533,2025-04-20,CU-10067,OFF-AR-1133,51.88,2,0.0,7.46
535,US-2023-100534,2024-10-18,CU-10097,TEC-PH-1134,1314.22,3,0.1,8.0
536,US-2023-100535,2024-08-24,CU-10006,OFF-ST-1135,19.67,1,0.0,3.16
537,US-2023-100536,2023-08-19,CU-10034,OFF-AR-1136,135.56,4,0.0,23.46
538,US-2023-100537,2025-10-29,CU-10071,OFF-PA-1137,46.53,2,0.15,5.69
539,US-2023-100538,2024-04-21,CU-10043,OFF-LA-1138,232.46,11,0.3,36.53
540,US-2023-100539,2023-01-20,CU-10100,TEC-MA-1139,4815.22,8,0.1,1051.53
541,US-2023-100540,2023-09-11,CU-10098,OFF-BI-1140,348.15,11,0.0,54.46
542,US-2023-100541,2025-01-22,CU-10041,TEC-AC-1141,2542.18,13,0.3,382.45
543,US-2023-100542,2025-11-05,CU-10048,OFF-AR-1142,194.72,6,0.1,16.08
544,US-2023-100543,2023-05-16,CU-10093,OFF-LA-1143,65.49,3,0.0,21.77
545,US-2023-100544,2024-07-29,CU-10028,TEC-PH-1144,5245.29,9,0.0,1305.17
546,US-2023-100545,2023-12-20,CU-10009,TEC-MA-1145,2590.92,4,0.0,290.65
547,US-2023-100546,2023-04-22,CU-10042,OFF-PA-1146,75.99,6,0.5,26.74
548,US-2023-100547,2025-08-09,CU-10073,OFF-AR-1147,177.8,10,0.0,50.66
549,US-2023-100548,2025-02-14,CU-10113,FUR-BO-1148,380.46,3,0.0,22.25
550,US-2023-100549,2024-08-27,CU-10070,FUR-TA-1149,1615.56,12,0.0,272.18
551,US-2023-100550,2025-03-27,CU-10024,OFF-BI-1150,646.8,12,0.0,112.12
552,US-2023-100551,2023-08-17,CU-10119,FUR-BO-1151,1183.8,6,0.0,-99.88
553,US-2023-100552,2023-06-19,CU-10089,OFF-ST-1152,665.86,13,0.0,136.25
554,US-2023-100553,2024-10-29,CU-10040,FUR-BO-1153,1335.84,8,0.0,58.98
555,US-2023-100554,2025-10-22,CU-10006,OFF-BI-1154,565.51,11,0.0,108.3
556,US-2023-100555,2024-10-13,CU-10087,OFF-BI-1155,147.2,8,0.0,23.81
557,US-2023-100556,2025-12-17,CU-10103,FUR-TA-1156,948.58,2,0.0,-77.17
558,US-2023-100557,2023-02-13,CU-10053,OFF-LA-1157,183.78,6,0.0,48.75
559,US-2023-100558,2024-03-15,CU-10104,FUR-CH-1158,1731.41,5,0.3,81.58
560,US-2023-100559,2024-12-21,CU-10071,OFF-LA-1159,314.84,10,0.15,38.83
561,US-2023-100560,2025-04-14,CU-10039,OFF-LA-1160,44.04,3,0.15,10.41
562,US-2023-100561,2024-07-05,CU-10088,TEC-MA-1161,5819.28,9,0.1,1556.19
563,US-2023-100562,2023-12-14,CU-10100,OFF-ST-1162,267.6,10,0.0,69.49
564,US-2023-100563,2024-10-04,CU-10115,OFF-PA-1163,98.1,4,0.1,17.02
565,US-2023-100564,2024-08-15,CU-10009,OFF-ST-1164,63.12,2,0.2,5.2
566,US-2023-100565,2024-08-07,CU-10110,OFF-LA-1165,191.46,5,0.15,27.58
567,US-2023-100566,2024-03-19,CU-10033,OFF-AR-1166,267.08,11,0.0,22.09
568,US-2023-100567,2025-02-15,CU-10101,TEC-PH-1167,6530.0,10,0.0,1593.09
569,US-2023-100568,2024-08-04,CU-10075,TEC-CO-1168,3866.72,8,0.0,834.14
570,US-2023-100569,2023-02-04,CU-10101,TEC-CO-1169,5424.89,13,0.15,1185.16
571,US-2023-100570,2024-10-15,CU-10058,OFF-BI-1170,373.32,9,0.0,106.95
572,US-2023-100571,2024-10-04,CU-10024,TEC-AC-1171,922.67,3,0.15,-3.88
573,US-2023-100572,2024-03-17,CU-10034,OFF-ST-1172,418.73,13,0.0,81.02
574,US-2023-100573,2023-11-25,CU-10044,OFF-BI-1173,86.49,3,0.0,20.4
575,US-2023-100574,2024-07-08,CU-10019,TEC-PH-1174,2907.2,4,0.0,77.39
576,US-2023-100575,2023-11-25,CU-10040,FUR-FU-1175,1442.7,5,0.0,195.68
577,US-2023-100576,2025-10-08,CU-10015,TEC-CO-1176,7912.84,13,0.0,814.03
578,US-2023-100577,2023-12-14,CU-10044,TEC-PH-1177,2525.64,3,0.0,22.1
579,US-2023-100578,2023-06-25,CU-10000,OFF-LA-1178,302.06,11,0.0,61.52
580,US-2023-100579,2023-02-12,CU-10061,TEC-PH-1179,2023.62,7,0.1,55.8
581,US-2023-100580,2024-12-03,CU-10075,TEC-PH-1180,638.04,1,0.15,7.92
582,US-2023-100581,2025-01-06,CU-10044,TEC-PH-1181,1993.11,3,0.0,65.53
583,US-2023-100582,2024-07-30,CU-10079,FUR-BO-1182,982.17,5,0.3,170.68
584,US-2023-100583,2025-06-17,CU-10075,OFF-AR-1183,203.22,9,0.0,66.68
585,US-2023-100584,2025-09-30,CU-10037,OFF-BI-1184,102.12,3,0.0,26.33
