customer_id,tenure_months,avg_order_value,orders_last_90d,days_since_last_order,support_tickets,plan_type,region,churned_next_30d,cancellation_reason,refund_after_churn
CUST-101234,58,1072.06,5,44,3,standard,Region XI,0,,0
CUST-101235,57,401.85,6,66,3,basic,Region IV-A,0,,0
CUST-101236,48,872.57,4,88,2,standard,Region III,0,,0
CUST-101237,15,1258.07,1,2,1,basic,NCR,0,,0
CUST-101238,32,669.16,1,118,1,basic,Region XI,0,,0
CUST-101239,48,409.06,3,112,2,basic,NCR,0,,0
CUST-101240,16,1194.35,1,99,1,premium,Region IV-A,0,,0
CUST-101241,42,1423.26,4,197,1,basic,Region VII,1,unknown,0
CUST-101242,15,2964.19,2,81,2,standard,NCR,0,,0
CUST-101243,9,1470.27,0,102,0,standard,Region III,0,,0
CUST-101244,15,2127.19,2,105,0,standard,Region VII,0,,0
CUST-101245,55,1201.64,4,74,3,basic,Region VII,0,,0
CUST-101246,59,1195.7,9,186,2,basic,Region III,0,,0
CUST-101247,51,1293.44,5,98,0,standard,Region IV-A,0,,0
CUST-101248,17,1189.69,1,190,1,standard,Region VII,0,,0
CUST-101249,46,726.1,5,143,1,standard,Region III,0,,0
CUST-101250,13,1025.13,1,188,2,standard,Region IV-A,1,poor_support,0
CUST-101251,8,1218.22,4,19,1,basic,Region III,0,,0
CUST-101252,16,1192.79,1,123,1,standard,Region XI,1,unknown,0
CUST-101253,9,503.68,0,89,2,standard,Region III,0,,0
CUST-101254,38,2015.59,5,94,1,premium,Region XI,0,,0
CUST-101255,41,1327.7,3,34,0,standard,Region XI,0,,0
CUST-101256,3,1369.95,0,164,0,basic,NCR,1,no_longer_needed,0
CUST-101257,7,647.25,0,129,2,standard,Region XI,0,,0
CUST-101258,29,507.26,1,92,1,standard,NCR,0,,0
CUST-101259,7,669.43,0,190,1,basic,Region III,1,found_alternative,0
CUST-101260,49,1219.46,3,87,0,standard,NCR,0,,0
CUST-101261,24,1714.72,6,46,1,basic,NCR,0,,0
CUST-101262,25,896.17,1,112,1,basic,Region IV-A,0,,0
CUST-101263,1,2385.46,2,78,1,standard,Region VII,0,,0
CUST-101264,42,574.44,3,93,2,basic,Region IV-A,1,found_alternative,0
CUST-101265,43,1291.75,5,54,0,standard,Region IV-A,0,,0
CUST-101266,45,212.61,2,116,1,basic,Region VII,0,,0
CUST-101267,32,1519.63,4,77,1,standard,Region IV-A,0,,0
CUST-101268,16,1905.67,4,178,1,standard,Region IV-A,0,,0
CUST-101269,5,1184.55,0,91,1,standard,Region IV-A,0,,0
CUST-101270,19,340.18,4,13,0,basic,Region III,0,,0
CUST-101271,33,1371.29,5,155,0,premium,Region VII,0,,0
CUST-101272,7,564.08,1,112,2,basic,Region XI,1,unknown,0
CUST-101273,4,856.9,0,112,2,standard,Region III,0,,0
CUST-101274,13,767.02,3,25,3,basic,Region IV-A,0,,0
CUST-101275,5,329.62,0,100,0,basic,Region XI,0,,0
CUST-101276,1,1136.15,1,155,0,standard,Region III,0,,0
CUST-101277,29,590.85,1,6,1,basic,Region IV-A,0,,0
CUST-101278,44,994.72,5,108,2,basic,Region III,0,,0
CUST-101279,30,995.52,5,8,1,basic,Region III,0,,0
CUST-101280,6,395.81,0,24,2,basic,Region IV-A,0,,0
CUST-101281,21,1246.28,2,172,1,premium,Region XI,0,,0
CUST-101282,3,880.51,0,116,1,standard,NCR,0,,0
CUST-101283,37,749.28,3,165,0,basic,Region III,0,,0
CUST-101284,14,1790.89,3,65,0,standard,Region XI,0,,0
CUST-101285,23,758.27,0,27,1,standard,NCR,0,,0
CUST-101286,54,892.91,6,20,1,standard,Region IV-A,0,,0
CUST-101287,35,1252.35,4,175,2,standard,NCR,0,,0
CUST-101288,46,799.86,1,176,2,basic,Region IV-A,0,,0
CUST-101289,21,1250.48,3,195,2,basic,Region VII,0,,0
CUST-101290,55,1233.53,8,102,1,standard,Region VII,0,,0
CUST-101291,43,889.52,3,143,1,standard,Region IV-A,0,,0
CUST-101292,31,1091.64,3,39,1,standard,Region VII,0,,0
CUST-101293,35,1432.95,8,92,1,basic,Region IV-A,0,,0
CUST-101294,37,602.94,4,88,1,standard,Region VII,0,,0
CUST-101295,10,378.02,1,44,3,basic,NCR,0,,0
CUST-101296,15,662.81,2,30,2,standard,NCR,1,no_longer_needed,0
CUST-101297,41,655.34,5,177,1,basic,NCR,0,,0
CUST-101298,27,952.87,4,78,0,standard,Region IV-A,0,,0
CUST-101299,47,2154.98,3,70,0,premium,Region III,0,,0
CUST-101300,32,561.81,3,101,2,basic,Region III,0,,0
CUST-101301,4,524.99,0,48,2,standard,Region IV-A,0,,0
CUST-101302,40,1680.68,3,26,1,standard,Region XI,0,,0
CUST-101303,36,546.55,5,115,2,basic,Region III,0,,0
CUST-101304,22,1141.79,2,174,0,basic,Region IV-A,0,,0
CUST-101305,47,1550.91,5,181,1,standard,Region IV-A,0,,0
CUST-101306,21,877.67,3,40,0,basic,Region VII,0,,0
CUST-101307,7,748.63,0,174,2,basic,Region VII,0,,0
CUST-101308,8,1068.35,1,69,0,premium,Region XI,0,,0
CUST-101309,54,709.24,4,161,3,standard,Region VII,0,,0
CUST-101310,23,1579.59,1,62,2,standard,Region XI,0,,0
CUST-101311,25,1208.84,0,61,1,standard,Region VII,0,,0
CUST-101312,19,1584.27,0,87,3,standard,Region IV-A,0,,0
CUST-101313,44,820.77,2,152,1,standard,Region IV-A,0,,0
CUST-101314,36,1482.57,4,82,2,basic,Region IV-A,0,,0
CUST-101315,54,1790.83,6,179,0,basic,Region III,0,,0
CUST-101316,53,582.76,7,179,0,standard,Region III,0,,0
CUST-101317,59,947.28,3,167,0,premium,Region VII,0,,0
CUST-101318,20,1183.84,2,40,1,basic,Region VII,0,,0
CUST-101319,35,1449.32,3,122,3,premium,NCR,0,,0
CUST-101320,21,929.22,2,52,2,standard,Region XI,0,,0
CUST-101321,42,1286.93,4,113,1,basic,Region VII,0,,0
CUST-101322,45,521.27,7,16,0,basic,Region IV-A,0,,0
CUST-101323,15,542.77,3,168,4,basic,Region IV-A,1,found_alternative,0
CUST-101324,51,614.17,2,68,2,standard,Region IV-A,0,,0
CUST-101325,18,1382.51,1,104,2,basic,Region IV-A,0,,0
CUST-101326,59,314.72,4,64,1,basic,Region IV-A,0,,0
CUST-101327,51,1292.01,0,49,1,basic,Region XI,0,,0
CUST-101328,2,1673.9,0,49,1,premium,NCR,0,,0
CUST-101329,24,1315.51,0,90,0,basic,Region III,0,,0
CUST-101330,23,383.45,1,151,2,basic,Region III,1,too_expensive,1
CUST-101331,49,733.5,3,169,2,basic,NCR,0,,0
CUST-101332,43,469.39,3,51,2,basic,NCR,0,,0
CUST-101333,3,1698.81,0,3,2,basic,Region XI,0,,0
CUST-101334,50,1064.65,2,38,0,standard,Region VII,0,,0
CUST-101335,13,807.23,2,82,0,standard,Region III,0,,0
CUST-101336,22,452.22,2,121,0,basic,Region III,0,,0
CUST-101337,11,1121.09,0,171,1,standard,Region IV-A,0,,0
CUST-101338,10,560.49,1,89,3,basic,Region VII,0,,0
CUST-101339,32,851.15,4,108,1,standard,Region III,0,,0
CUST-101340,5,710.52,0,78,0,basic,NCR,0,,0
CUST-101341,5,2861.06,0,78,2,premium,Region IV-A,0,,0
CUST-101342,47,1392.18,4,150,2,premium,Region IV-A,0,,0
CUST-101343,21,795.91,0,142,3,standard,Region IV-A,0,,0
CUST-101344,39,790.9,4,142,0,basic,NCR,0,,0
CUST-101345,59,737.14,2,122,1,standard,Region XI,0,,0
CUST-101346,4,1938.37,0,160,1,standard,Region VII,0,,0
CUST-101347,47,1411.77,6,112,2,standard,Region VII,0,,0
CUST-101348,7,326.94,0,192,1,basic,Region XI,0,,0
CUST-101349,45,1155.75,4,46,0,basic,Region IV-A,0,,0
CUST-101350,19,884.16,0,130,0,basic,Region IV-A,0,,0
CUST-101351,8,1038.32,1,184,1,basic,Region VII,0,,0
CUST-101352,14,1403.44,1,36,1,basic,Region VII,0,,0
CUST-101353,22,656.26,0,16,2,standard,Region XI,0,,0
CUST-101354,44,729.84,4,5,0,basic,Region VII,0,,0
CUST-101355,41,1007.02,2,138,3,basic,NCR,0,,0
CUST-101356,43,1319.12,4,9,0,basic,Region III,0,,0
CUST-101357,2,1710.31,1,133,1,premium,Region IV-A,0,,0
CUST-101358,58,965.59,3,100,0,standard,Region IV-A,0,,0
CUST-101359,26,1625.53,2,26,0,standard,NCR,0,,0
CUST-101360,7,928.46,1,63,1,standard,Region III,0,,0
CUST-101361,55,857.7,3,19,1,standard,Region III,0,,0
CUST-101362,47,187.87,5,64,3,basic,NCR,0,,0
CUST-101363,5,611.95,2,68,5,standard,Region VII,0,,0
CUST-101364,26,683.35,4,161,0,basic,Region III,0,,0
CUST-101365,54,627.46,4,16,2,standard,Region VII,0,,0
CUST-101366,41,244.41,4,128,1,basic,Region XI,0,,0
CUST-101367,12,1020.77,2,190,1,premium,Region XI,1,unknown,0
CUST-101368,42,2036.19,4,54,3,standard,Region XI,0,,0
CUST-101369,12,318.56,2,171,0,basic,Region IV-A,0,,0
CUST-101370,21,593.47,3,161,3,standard,Region III,0,,0
CUST-101371,12,1280.12,0,189,1,basic,NCR,1,found_alternative,0
CUST-101372,41,995.0,4,59,2,basic,Region VII,0,,0
CUST-101373,55,1334.98,4,198,3,premium,NCR,0,,0
CUST-101374,3,1469.81,0,165,0,standard,Region III,1,found_alternative,0
CUST-101375,36,1060.0,4,44,3,standard,Region III,0,,0
CUST-101376,15,31.33,4,156,2,basic,Region III,0,,0
CUST-101377,45,519.16,1,154,1,basic,Region III,0,,0
CUST-101378,9,2495.52,1,17,2,basic,Region III,0,,0
CUST-101379,22,1060.47,1,91,0,standard,Region IV-A,0,,0
CUST-101380,13,1713.41,0,175,1,standard,Region XI,0,,0
CUST-101381,52,1525.17,4,8,1,basic,Region VII,0,,0
CUST-101382,5,1096.9,0,193,1,basic,Region VII,0,,0
CUST-101383,35,756.19,7,102,0,basic,NCR,0,,0
CUST-101384,8,443.49,2,71,2,basic,NCR,0,,0
CUST-101385,36,320.67,7,16,1,basic,NCR,0,,0
CUST-101386,46,1497.17,2,121,4,basic,Region XI,0,,0
CUST-101387,45,960.54,4,197,0,basic,NCR,0,,0
CUST-101388,2,967.26,0,82,3,basic,Region XI,0,,0
CUST-101389,46,1093.22,5,166,1,basic,Region VII,0,,0
CUST-101390,18,865.93,1,63,0,standard,Region XI,0,,0
CUST-101391,41,1589.35,4,165,1,standard,Region III,0,,0
CUST-101392,57,843.58,3,192,2,basic,NCR,0,,0
CUST-101393,8,658.38,1,15,2,basic,NCR,0,,0
CUST-101394,22,1225.84,2,53,0,standard,Region XI,0,,0
CUST-101395,52,1365.9,1,1,2,basic,Region IV-A,0,,0
CUST-101396,9,641.69,1,153,6,basic,Region IV-A,0,,0
CUST-101397,16,2483.54,2,53,0,basic,Region III,0,,0
CUST-101398,33,312.01,2,193,1,basic,Region III,0,,0
CUST-101399,59,1302.07,6,166,2,standard,Region III,0,,0
CUST-101400,18,731.72,0,29,0,standard,Region VII,0,,0
CUST-101401,23,855.04,3,115,1,basic,Region XI,0,,0
CUST-101402,47,1186.48,5,91,1,basic,Region IV-A,0,,0
CUST-101403,8,5184.21,1,130,2,premium,Region III,1,unknown,0
CUST-101404,20,476.86,1,118,0,standard,Region IV-A,0,,0
CUST-101405,19,993.31,3,25,0,premium,NCR,0,,0
CUST-101406,24,1328.53,6,126,3,standard,NCR,0,,0
CUST-101407,34,1384.13,4,92,1,basic,Region III,0,,0
CUST-101408,14,596.56,1,62,0,basic,NCR,0,,0
CUST-101409,24,375.2,1,93,0,basic,NCR,0,,0
CUST-101410,55,1350.55,4,186,2,standard,Region III,0,,0
CUST-101411,49,531.18,5,195,0,basic,Region XI,0,,0
CUST-101412,57,1885.58,6,65,1,standard,NCR,0,,0
CUST-101413,41,1277.44,2,154,0,standard,Region VII,0,,0
CUST-101414,35,1333.59,3,156,2,standard,NCR,0,,0
CUST-101415,13,1770.18,1,26,0,standard,Region IV-A,0,,0
CUST-101416,10,2168.42,1,101,2,basic,Region VII,0,,0
CUST-101417,32,426.6,5,91,3,basic,Region IV-A,0,,0
CUST-101418,24,923.24,0,95,0,standard,Region VII,0,,0
CUST-101419,47,1884.75,1,154,0,standard,Region III,0,,0
CUST-101420,1,1078.95,0,192,0,standard,Region VII,0,,0
CUST-101421,53,822.53,3,156,2,standard,Region IV-A,0,,0
CUST-101422,11,1024.11,0,16,0,standard,Region IV-A,0,,0
CUST-101423,24,2067.48,3,90,2,basic,Region III,0,,0
CUST-101424,22,797.56,0,191,0,basic,Region XI,0,,0
CUST-101425,55,1758.35,3,164,0,premium,Region XI,0,,0
CUST-101426,43,912.29,2,179,1,standard,Region IV-A,0,,0
CUST-101427,3,524.34,0,95,2,standard,Region VII,1,poor_support,0
CUST-101428,51,1359.83,2,160,1,basic,Region XI,0,,0
CUST-101429,40,911.72,4,6,3,standard,Region III,0,,0
CUST-101430,5,1450.2,0,89,0,basic,Region III,0,,0
CUST-101431,47,1128.37,6,162,3,basic,Region VII,0,,0
CUST-101432,3,972.83,0,101,1,basic,Region III,0,,0
CUST-101433,26,1954.66,0,198,0,standard,NCR,0,,0
CUST-101434,10,663.27,3,7,0,basic,Region IV-A,0,,0
CUST-101435,1,1341.94,0,55,0,basic,Region III,0,,0
CUST-101436,34,801.87,2,87,2,basic,Region IV-A,0,,0
CUST-101437,41,630.84,3,133,0,basic,NCR,0,,0
CUST-101438,29,1315.16,4,57,1,standard,Region IV-A,0,,0
CUST-101439,21,833.25,1,81,1,standard,Region III,0,,0
CUST-101440,31,931.24,3,107,1,standard,Region IV-A,0,,0
CUST-101441,9,891.71,1,81,2,basic,Region III,0,,0
CUST-101442,3,1652.61,1,106,0,basic,Region III,1,found_alternative,0
CUST-101443,10,1752.58,1,183,1,basic,Region XI,0,,0
CUST-101444,4,635.2,0,116,0,standard,Region XI,0,,0
CUST-101445,46,1212.5,3,191,1,premium,Region III,0,,0
CUST-101446,36,1211.24,6,76,2,basic,Region VII,0,,0
CUST-101447,12,1159.32,2,21,0,premium,Region III,0,,0
CUST-101448,34,603.86,4,148,3,basic,NCR,0,,0
CUST-101449,29,1031.93,2,145,0,standard,NCR,0,,0
CUST-101450,7,1427.55,0,36,0,standard,Region XI,0,,0
CUST-101451,58,1208.91,2,35,0,standard,NCR,0,,0
CUST-101452,56,2016.21,7,21,0,standard,Region IV-A,0,,0
CUST-101453,45,886.4,1,106,0,basic,Region III,0,,0
CUST-101454,48,1218.46,2,70,2,standard,Region VII,0,,0
CUST-101455,33,800.91,2,160,1,basic,NCR,0,,0
CUST-101456,48,1286.65,5,185,0,standard,Region IV-A,0,,0
CUST-101457,32,635.41,3,44,3,basic,Region III,0,,0
CUST-101458,10,1068.8,1,92,0,basic,Region IV-A,0,,0
CUST-101459,10,1149.87,1,65,1,premium,NCR,0,,0
CUST-101460,51,1574.49,4,36,1,basic,NCR,0,,0
CUST-101461,27,832.11,1,188,2,basic,NCR,0,,0
CUST-101462,44,1951.42,8,146,0,basic,Region IV-A,0,,0
CUST-101463,9,1808.65,1,83,3,standard,Region VII,0,,0
CUST-101464,27,1234.88,4,29,2,standard,Region XI,0,,0
CUST-101465,5,1840.69,2,15,1,premium,Region XI,0,,0
CUST-101466,14,1332.04,1,136,1,standard,Region VII,0,,0
CUST-101467,7,391.06,0,83,0,basic,NCR,0,,0
CUST-101468,13,960.46,0,3,0,basic,Region VII,0,,0
CUST-101469,36,930.54,4,90,1,basic,Region VII,0,,0
CUST-101470,1,1046.8,1,79,1,standard,Region VII,0,,0
CUST-101471,12,1732.8,0,155,0,premium,Region VII,0,,0
CUST-101472,41,974.11,6,107,0,basic,Region VII,0,,0
CUST-101473,9,1014.06,0,69,4,basic,Region IV-A,0,,0
CUST-101474,33,2145.21,0,7,4,standard,Region VII,0,,0
CUST-101475,52,1139.99,6,25,0,standard,Region VII,0,,0
CUST-101476,47,1605.0,3,118,3,standard,NCR,0,,0
CUST-101477,8,827.93,0,155,4,basic,Region IV-A,1,no_longer_needed,0
CUST-101478,9,1915.8,0,40,4,basic,NCR,0,,0
CUST-101479,42,1212.27,2,75,0,basic,Region XI,0,,0
CUST-101480,21,986.07,0,18,0,basic,Region XI,0,,0
CUST-101481,25,839.02,0,6,1,standard,NCR,0,,0
CUST-101482,29,1939.58,5,143,3,basic,Region XI,0,,0
CUST-101483,35,1499.84,2,166,2,basic,Region IV-A,0,,0
CUST-101484,27,1161.17,2,159,2,premium,Region VII,0,,0
CUST-101485,2,567.52,1,193,1,standard,Region VII,0,,0
CUST-101486,6,735.15,1,136,1,basic,NCR,0,,0
CUST-101487,1,1080.54,1,192,0,premium,Region XI,0,,0
CUST-101488,16,783.31,2,57,1,basic,Region VII,0,,0
CUST-101489,49,1558.39,2,124,0,standard,Region IV-A,0,,0
CUST-101490,58,1494.28,8,59,0,basic,Region VII,0,,0
CUST-101491,29,895.55,6,52,0,premium,Region XI,0,,0
CUST-101492,2,374.48,0,57,1,basic,Region VII,0,,0
CUST-101493,5,470.8,0,173,1,basic,Region VII,0,,0
CUST-101494,49,1551.86,5,148,0,premium,Region XI,0,,0
CUST-101495,21,1800.6,2,35,0,standard,Region VII,0,,0
CUST-101496,53,830.44,2,104,0,basic,NCR,0,,0
CUST-101497,30,289.6,3,149,0,basic,Region XI,0,,0
CUST-101498,52,1018.54,6,151,0,basic,Region XI,0,,0
CUST-101499,8,659.16,0,174,0,basic,Region VII,0,,0
CUST-101500,51,915.62,5,142,0,standard,NCR,0,,0
CUST-101501,33,946.76,3,185,1,basic,Region IV-A,0,,0
CUST-101502,26,1759.02,2,153,1,premium,NCR,0,,0
CUST-101503,32,1707.65,6,113,1,standard,Region VII,0,,0
CUST-101504,20,2174.55,2,26,0,premium,Region XI,0,,0
CUST-101505,36,1602.68,2,191,1,standard,NCR,0,,0
CUST-101506,46,1269.41,6,98,2,basic,NCR,0,,0
CUST-101507,48,610.36,1,7,2,standard,Region XI,0,,0
CUST-101508,58,1214.01,5,94,0,basic,Region VII,1,too_expensive,0
CUST-101509,25,792.48,1,7,4,basic,Region XI,0,,0
CUST-101510,46,1811.81,5,50,1,standard,Region III,0,,0
CUST-101511,53,882.7,6,152,1,standard,Region VII,0,,0
CUST-101512,2,755.81,0,154,2,basic,Region XI,1,too_expensive,0
CUST-101513,29,583.47,0,199,2,basic,NCR,0,,0
CUST-101514,42,648.35,2,43,2,basic,Region III,0,,0
CUST-101515,27,1991.54,0,29,2,standard,Region III,0,,0
CUST-101516,6,599.9,1,58,1,basic,Region IV-A,0,,0
CUST-101517,39,1501.25,2,74,1,premium,Region III,0,,0
CUST-101518,24,882.78,1,49,3,standard,Region III,0,,0
CUST-101519,37,900.39,1,197,2,basic,Region III,0,,0
CUST-101520,1,1268.98,0,160,1,standard,NCR,0,,0
CUST-101521,1,1804.94,1,174,0,premium,Region VII,0,,0
CUST-101522,36,1102.04,3,130,0,standard,Region VII,0,,0
CUST-101523,58,1830.84,2,82,0,basic,Region XI,0,,0
CUST-101524,38,314.32,2,55,1,basic,Region IV-A,0,,0
CUST-101525,56,835.96,2,178,1,standard,Region VII,0,,0
CUST-101526,50,820.46,5,27,2,standard,Region III,0,,0
CUST-101527,17,1091.54,3,90,2,premium,Region III,0,,0
CUST-101528,7,1152.95,1,15,1,basic,Region IV-A,0,,0
CUST-101529,33,823.59,2,67,1,standard,Region XI,0,,0
CUST-101530,37,107.25,1,184,0,basic,Region IV-A,0,,0
CUST-101531,46,964.69,3,117,4,basic,Region XI,0,,0
CUST-101532,31,1856.5,6,19,1,basic,Region III,0,,0
CUST-101533,55,146.08,6,55,4,basic,Region VII,0,,0
CUST-101534,50,1370.86,7,32,0,standard,Region III,0,,0
CUST-101535,35,1416.34,2,131,0,basic,Region III,0,,0
CUST-101536,33,867.94,2,85,1,standard,Region XI,0,,0
CUST-101537,2,1284.01,0,58,1,standard,Region VII,0,,0
CUST-101538,47,34.7,4,137,0,basic,Region IV-A,0,,0
CUST-101539,41,1170.36,3,101,1,standard,Region IV-A,0,,0
CUST-101540,53,1191.98,4,140,0,basic,Region VII,0,,0
CUST-101541,6,656.62,1,154,2,basic,NCR,0,,0
CUST-101542,9,1270.41,1,33,0,premium,Region XI,0,,0
CUST-101543,40,1049.32,6,172,0,basic,Region VII,0,,0
CUST-101544,29,853.43,1,18,2,basic,Region III,0,,0
CUST-101545,35,1763.9,3,8,1,standard,Region VII,0,,0
CUST-101546,26,894.37,1,10,2,basic,Region XI,0,,0
CUST-101547,38,1071.37,5,145,1,basic,Region III,0,,0
CUST-101548,39,929.23,3,14,4,standard,Region III,0,,0
CUST-101549,12,927.59,3,177,1,standard,Region XI,0,,0
CUST-101550,45,1536.82,6,147,1,standard,Region III,0,,0
CUST-101551,30,1967.91,5,147,1,premium,Region XI,0,,0
CUST-101552,34,351.87,1,63,2,basic,Region XI,0,,0
CUST-101553,37,762.54,4,46,2,basic,Region IV-A,0,,0
CUST-101554,44,1077.62,5,63,1,basic,NCR,0,,0
CUST-101555,18,163.23,1,149,1,basic,NCR,0,,0
CUST-101556,1,1356.07,0,42,1,premium,Region III,0,,0
CUST-101557,11,2577.19,1,160,2,standard,NCR,0,,0
CUST-101558,57,500.21,4,70,0,basic,Region VII,0,,0
CUST-101559,14,487.51,0,35,3,basic,Region VII,0,,0
CUST-101560,15,822.71,0,79,0,basic,Region IV-A,0,,0
CUST-101561,51,1109.91,2,182,1,standard,Region XI,0,,0
CUST-101562,14,707.67,0,60,2,basic,NCR,0,,0
CUST-101563,28,1984.68,2,54,1,premium,Region IV-A,0,,0
CUST-101564,22,245.38,4,144,0,basic,Region III,0,,0
CUST-101565,40,476.11,4,189,1,basic,NCR,0,,0
CUST-101566,36,1358.81,1,45,2,premium,Region IV-A,0,,0
CUST-101567,31,2150.34,3,99,3,premium,NCR,0,,0
CUST-101568,30,591.13,1,157,1,basic,NCR,0,,0
CUST-101569,50,444.8,2,25,0,basic,Region III,0,,0
CUST-101570,35,795.27,7,42,1,premium,NCR,0,,0
CUST-101571,31,662.65,2,141,1,standard,Region VII,0,,0
CUST-101572,53,461.05,3,57,2,standard,Region VII,0,,0
CUST-101573,6,815.98,0,113,1,standard,Region IV-A,0,,0
CUST-101574,50,1740.17,2,94,1,premium,Region VII,0,,0
CUST-101575,12,1278.67,2,152,0,standard,NCR,0,,0
CUST-101576,20,1172.95,1,96,1,basic,Region VII,0,,0
CUST-101577,1,367.12,0,59,1,basic,Region IV-A,0,,0
CUST-101578,34,536.24,6,57,2,standard,Region IV-A,0,,0
CUST-101579,50,997.12,4,11,0,basic,Region XI,0,,0
CUST-101580,23,1321.16,1,23,3,basic,Region III,0,,0
CUST-101581,40,1072.63,5,34,2,standard,Region IV-A,1,poor_support,0
CUST-101582,24,1041.58,1,174,2,basic,Region XI,1,no_longer_needed,1
CUST-101583,45,1389.81,4,95,1,premium,NCR,0,,0
CUST-101584,59,616.1,6,194,2,basic,Region IV-A,0,,0
CUST-101585,43,930.89,5,9,1,standard,Region IV-A,0,,0
CUST-101586,21,1558.61,4,197,1,standard,Region VII,0,,0
CUST-101587,49,781.8,3,131,1,basic,Region XI,0,,0
CUST-101588,3,1300.71,1,99,1,basic,Region III,1,found_alternative,0
CUST-101589,59,896.52,5,100,1,basic,NCR,0,,0
CUST-101590,50,809.87,4,191,0,standard,Region III,0,,0
CUST-101591,39,1328.27,4,41,1,standard,NCR,0,,0
CUST-101592,37,798.34,1,66,0,basic,Region VII,0,,0
CUST-101593,15,1474.58,1,159,1,basic,Region IV-A,0,,0
CUST-101594,26,1085.32,5,2,1,premium,Region VII,0,,0
CUST-101595,6,213.76,0,130,0,basic,Region III,0,,0
CUST-101596,20,1743.39,2,123,2,premium,Region XI,1,unknown,0
CUST-101597,35,1650.96,5,109,2,basic,Region XI,0,,0
CUST-101598,22,1319.53,2,88,1,basic,Region XI,0,,0
CUST-101599,46,1977.98,2,144,1,standard,Region VII,0,,0
CUST-101600,51,1936.13,3,186,2,basic,NCR,1,unknown,0
CUST-101601,34,1333.44,4,118,2,premium,NCR,0,,0
CUST-101602,21,674.66,0,164,0,standard,Region XI,1,found_alternative,0
CUST-101603,18,356.49,3,1,0,standard,Region XI,0,,0
CUST-101604,33,479.37,3,29,1,standard,Region XI,0,,0
CUST-101605,43,1364.21,4,109,2,standard,Region VII,0,,0
CUST-101606,8,492.17,0,160,1,standard,Region XI,0,,0
CUST-101607,27,1202.14,0,50,0,standard,Region IV-A,0,,0
CUST-101608,26,1408.4,2,146,2,standard,NCR,0,,0
CUST-101609,17,1092.63,3,153,2,standard,Region III,0,,0
CUST-101610,15,672.35,1,122,1,basic,Region XI,0,,0
CUST-101611,50,468.57,4,133,1,basic,Region VII,0,,0
CUST-101612,26,1794.52,1,41,2,basic,Region XI,0,,0
CUST-101613,35,124.37,2,118,2,basic,Region XI,0,,0
CUST-101614,3,467.32,0,31,0,basic,Region VII,0,,0
CUST-101615,17,675.08,1,106,1,basic,NCR,0,,0
CUST-101616,14,626.4,0,180,0,basic,NCR,1,unknown,0
CUST-101617,20,1450.99,3,51,0,standard,Region III,0,,0
CUST-101618,50,1145.55,4,164,1,standard,NCR,0,,0
CUST-101619,34,341.95,2,130,0,basic,Region XI,0,,0
CUST-101620,54,1873.58,3,116,2,premium,Region III,0,,0
CUST-101621,25,1066.78,2,158,1,premium,Region III,0,,0
CUST-101622,46,1561.92,8,123,3,premium,Region VII,0,,0
CUST-101623,10,1706.69,0,78,1,basic,NCR,0,,0
CUST-101624,49,541.46,6,31,1,basic,Region VII,0,,0
CUST-101625,37,560.94,5,70,3,basic,NCR,0,,0
CUST-101626,3,983.66,0,130,1,standard,Region XI,0,,0
CUST-101627,41,1000.02,3,187,1,standard,Region VII,0,,0
CUST-101628,29,1166.21,4,187,1,standard,Region III,0,,0
CUST-101629,1,1339.14,0,160,1,standard,Region VII,0,,0
CUST-101630,50,1049.12,2,149,1,premium,Region III,0,,0
CUST-101631,32,1049.25,2,12,0,standard,NCR,0,,0
CUST-101632,36,1001.1,5,116,4,premium,NCR,0,,0
CUST-101633,35,1422.16,2,55,1,standard,Region III,0,,0
CUST-101634,6,1439.05,1,84,4,basic,Region VII,0,,0
CUST-101635,20,873.31,2,170,2,standard,Region IV-A,1,no_longer_needed,1
CUST-101636,42,870.25,5,42,1,basic,Region III,0,,0
CUST-101637,20,1653.86,3,150,1,basic,Region VII,0,,0
CUST-101638,53,1596.67,5,4,2,premium,Region III,0,,0
CUST-101639,19,402.77,1,38,3,basic,NCR,0,,0
CUST-101640,28,273.26,1,90,2,basic,Region VII,0,,0
CUST-101641,27,1094.62,2,97,2,premium,Region IV-A,0,,0
CUST-101642,2,698.71,0,66,1,basic,Region VII,0,,0
CUST-101643,48,1251.37,5,37,1,basic,Region IV-A,0,,0
CUST-101644,9,660.94,0,98,1,basic,NCR,1,too_expensive,1
CUST-101645,28,632.37,2,118,2,standard,NCR,0,,0
CUST-101646,54,683.57,5,104,1,basic,NCR,0,,0
CUST-101647,59,707.72,6,17,3,basic,Region III,0,,0
CUST-101648,14,758.26,1,122,2,standard,Region III,0,,0
CUST-101649,23,663.96,2,52,1,basic,Region XI,0,,0
CUST-101650,34,1126.71,5,126,1,standard,Region VII,0,,0
CUST-101651,42,247.58,5,16,0,basic,Region XI,0,,0
CUST-101652,15,958.8,0,13,4,standard,Region IV-A,0,,0
CUST-101653,33,2812.19,4,184,2,standard,Region III,0,,0
CUST-101654,50,976.88,3,31,1,basic,Region IV-A,0,,0
CUST-101655,45,1262.13,5,35,1,basic,Region XI,0,,0
CUST-101656,49,1646.56,1,54,3,basic,Region III,0,,0
CUST-101657,53,1817.6,3,104,2,basic,Region VII,0,,0
